Type,Ecosystem,Mycorrhiza,log_stock,stock,Species
Seasonal frozen ground,Grassland,,1.176410815,15.01104114,
Seasonal frozen ground,Grassland,,1.079710795,12.01464091,
Seasonal frozen ground,Forest,AM,1.053757443,11.31768086,HB
Seasonal frozen ground,Forest,AM,0.900747208,7.956960603,HB
Seasonal frozen ground,Forest,EcM,0.960303339,9.126480691,LYS
Seasonal frozen ground,Forest,EcM,0.864553829,7.320720555,LYS
Seasonal frozen ground,Forest,EcM,0.684953025,4.8412,BY
Seasonal frozen ground,Grassland,,0.504062883,3.192,
Seasonal frozen ground,Grassland,AM,0.543163771,3.49272,YC
Seasonal frozen ground,Grassland,AM,0.287264126,1.9376,YC
Seasonal frozen ground,Grassland,AM,0.292078772,1.9592,YC
Seasonal frozen ground,Grassland,AM,0.34182215,2.19696,YC
Seasonal frozen ground,Grassland,AM,0.276213565,1.88892,YC
Seasonal frozen ground,Grassland,AM,0.413182371,2.5893,YC
Seasonal frozen ground,Grassland,AM,0.246301577,1.7632,YC
Seasonal frozen ground,Grassland,AM,0.240549248,1.74,YC
Seasonal frozen ground,Grassland,AM,0.264496704,1.83864,YC
Seasonal frozen ground,Grassland,AM,0.293954471,1.96768,YC
Seasonal frozen ground,Grassland,AM,0.21571157,1.64328,YC
Seasonal frozen ground,Grassland,AM,0.328770904,2.13192,YC
Seasonal frozen ground,Grassland,AM,0.153363573,1.42352,YC
Seasonal frozen ground,Grassland,AM,0.792489745,6.2014,YC
Seasonal frozen ground,Grassland,AM,1.088855238,12.27030162,HHH
Seasonal frozen ground,Forest,EcM,0.901449471,7.969837587,MGS
Permafrost,Grassland,AM,0.892274908,7.803238979,HHH
Permafrost,Forest,EcM,0.892683739,7.810588167,LYS
Permafrost,Forest,EcM,1.022176243,10.52388863,BY
Permafrost,Forest,EcM,0.784210736,6.084301624,XS-BY
Seasonal frozen ground,Grassland,AM,0.386677284,2.436,JP
Seasonal frozen ground,Grassland,AM,0.522704993,3.332,HWC
Seasonal frozen ground,Grassland,AM,0.455758203,2.856,JM
Seasonal frozen ground,Grassland,AM,0.629001619,4.256,YC
Seasonal frozen ground,Grassland,AM,0.691435152,4.914,LW
Seasonal frozen ground,Forest,EcM,0.867632453,7.3728,BH
Seasonal frozen ground,Wetland,NM,1.07471407,11.8772,XYZ
Seasonal frozen ground,Grassland,AM,0.314183339,2.0615,YC
Seasonal frozen ground,Grassland,AM,0.38344552,2.41794,YC
Seasonal frozen ground,Grassland,AM,0.365398122,2.31952,YC
Seasonal frozen ground,Grassland,AM,0.245083096,1.75826,YC
Seasonal frozen ground,Grassland,AM,0.460711462,2.88876,YC
Seasonal frozen ground,Grassland,AM,0.370350222,2.34612,YC
Seasonal frozen ground,Grassland,AM,0.370350222,2.34612,YC
Seasonal frozen ground,Grassland,AM,0.420516831,2.6334,YC
Seasonal frozen ground,Grassland,,0.809142053,6.4438,
Seasonal frozen ground,Grassland,AM,0.561602204,3.6442,YC
Seasonal frozen ground,Grassland,AM,0.489339626,3.0856,YC
Seasonal frozen ground,Grassland,AM,0.40715287,2.5536,YC
Seasonal frozen ground,Forest,EcM,1.137508682,13.72488399,BH
Seasonal frozen ground,Forest,EcM,1.090363225,12.31298144,BY
Seasonal frozen ground,Forest,EcM,1.037609037,10.90458237,MGL
Permafrost,Wetland,ErM,1.711915831,51.51288,
Permafrost,Wetland,ErM,1.727233238,53.36214,
Permafrost,Wetland,ErM,1.626658118,42.33096,
Seasonal frozen ground,Grassland,AM,0.500428598,3.1654,HWC
Seasonal frozen ground,Grassland,AM,0.433481808,2.7132,JM
Seasonal frozen ground,Grassland,AM,0.606725225,4.0432,YC
Seasonal frozen ground,Grassland,AM,0.701343441,5.0274,LW
Seasonal frozen ground,Wetland,AM,1.106427535,12.77696,XYZ-XYTM
Seasonal frozen ground,Wetland,NM,1.170591798,14.8112529,XYZ
Seasonal frozen ground,Wetland,AM,1.402031858,25.23665893,WLC
Seasonal frozen ground,Wetland,AM,1.529976711,33.88259861,MTC
Seasonal frozen ground,Wetland,AM,1.339262323,21.84048724,PFTC
Seasonal frozen ground,Grassland,,0.632760888,4.293,
Seasonal frozen ground,Grassland,,0.598067905,3.9634,
Seasonal frozen ground,Grassland,,0.332519251,2.1504,
Seasonal frozen ground,Grassland,,0.402364569,2.5256,
Seasonal frozen ground,Grassland,,0.650424097,4.4712,
Seasonal frozen ground,Grassland,,0.054613055,1.134,
Seasonal frozen ground,Grassland,,0.315214393,2.0664,
Seasonal frozen ground,Grassland,,0.250615147,1.7808,
Seasonal frozen ground,Grassland,,0.488832634,3.082,
Seasonal frozen ground,Grassland,,0.463713862,2.9088,
Seasonal frozen ground,Grassland,AM,0.634474932,4.309976798,YGC
Seasonal frozen ground,Grassland,AM,0.516493962,3.284686775,YGC
Seasonal frozen ground,Grassland,AM,0.637457224,4.339675174,NBC
Seasonal frozen ground,Grassland,AM,0.572213711,3.734338747,NBC
Seasonal frozen ground,Grassland,AM,0.538081879,3.452088167,YC
Seasonal frozen ground,Grassland,AM,0.547994447,3.531786543,YC
Seasonal frozen ground,Grassland,AM,0.394703519,2.481438515,YC
Seasonal frozen ground,Grassland,AM,0.517596933,3.293039443,YC
Seasonal frozen ground,Grassland,AM,0.586532481,3.859512761,FZM
Seasonal frozen ground,Grassland,AM,0.584936962,3.845359629,FZM
Seasonal frozen ground,Grassland,,0.645201079,4.41774942,YC
Seasonal frozen ground,Grassland,AM,0.515818543,3.279582367,YC
Seasonal frozen ground,Grassland,AM,0.672794075,4.707540603,YC
Seasonal frozen ground,Grassland,AM,0.413711963,2.592459397,YC
Seasonal frozen ground,Grassland,AM,0.548906472,3.539211137,HWC
Seasonal frozen ground,Grassland,AM,0.507348624,3.216241299,HWC
Seasonal frozen ground,Grassland,AM,0.16070732,1.447795824,JP
Seasonal frozen ground,Grassland,AM,0.200864458,1.588051044,JP
Seasonal frozen ground,Grassland,AM,0.098519258,1.254640371,JP
Seasonal frozen ground,Grassland,AM,0.088896297,1.227146172,JP
Seasonal frozen ground,Grassland,AM,0.214081302,1.63712297,JH
Seasonal frozen ground,Grassland,AM,0.130744096,1.351276102,JH
Seasonal frozen ground,Grassland,AM,0.374250617,2.367285383,JDF
Seasonal frozen ground,Grassland,AM,0.27131861,1.86774942,JDF
Seasonal frozen ground,Wetland,AM,-0.563455723,0.27324,LW
Seasonal frozen ground,Wetland,AM,-0.684029655,0.207,LW
Seasonal frozen ground,Grassland,AM,0.536487738,3.43944,JP
Seasonal frozen ground,Grassland,AM,0.490472582,3.09366,JP
Seasonal frozen ground,Wetland,AM,0.219060332,1.656,LW
Seasonal frozen ground,Wetland,AM,-0.077648289,0.83628,LW
Seasonal frozen ground,Grassland,AM,0.106653173,1.27836,YC
Seasonal frozen ground,Forest,EcM,0.028408565,1.0676,LYS
Seasonal frozen ground,Forest,EcM,0.407815642,2.5575,YS
Seasonal frozen ground,Forest,AM,0.331439444,2.14506,YS
Seasonal frozen ground,Forest,EcM,0.234122291,1.71444,ZZS
Seasonal frozen ground,Grassland,AM,0.386677284,2.436,JP
Seasonal frozen ground,Grassland,AM,0.522704993,3.332,HWC
Seasonal frozen ground,Grassland,AM,0.455758203,2.856,JM
Seasonal frozen ground,Grassland,AM,0.629001619,4.256,YC
Seasonal frozen ground,Grassland,AM,0.691435152,4.914,LW
Seasonal frozen ground,Forest,EcM,0.957825576,9.07456,MGS-SY
Seasonal frozen ground,Wetland,NM,1.162110161,14.5248,XYZ
Seasonal frozen ground,Wetland,NM,0.916284143,8.246774942,XYZ
Seasonal frozen ground,Forest,EcM,0.729638274,5.365846868,LYS
Seasonal frozen ground,Wetland,NM,1.045083464,11.09388,XYZ
Seasonal frozen ground,Wetland,NM,1.067361777,11.67782,XYZ
Seasonal frozen ground,Wetland,NM,1.025417293,10.60272,XYZ
Seasonal frozen ground,Wetland,NM,0.908883743,8.10744,XYZ
Seasonal frozen ground,Wetland,NM,0.954265671,9.00048,XYZ
Seasonal frozen ground,Wetland,NM,0.460963959,2.89044,XYZ
Seasonal frozen ground,Grassland,NM,0.357500335,2.27772,XYZ
Seasonal frozen ground,Forest,EcM,0.164578868,1.46076,BH
Seasonal frozen ground,Wetland,AM,1.14527847,13.97264,XYZ-WLC
Seasonal frozen ground,Wetland,AM,1.326992542,21.23208,MTC-XYZ
Seasonal frozen ground,Wetland,AM,1.158731486,14.41224,MTC-XYZ
Seasonal frozen ground,Wetland,NM,1.23802602,17.2992,XYZ
Seasonal frozen ground,Wetland,NM,0.839402621,6.9088,XYZ
Seasonal frozen ground,Wetland,NM,1.230448921,17,XYZ
Seasonal frozen ground,Wetland,NM,0.680081572,4.7872,XYZ
Seasonal frozen ground,Wetland,AM,0.829020585,6.7456,MTC
Seasonal frozen ground,Wetland,AM,0.610660163,4.08,MTC
Seasonal frozen ground,Wetland,AM,0.667565014,4.6512,LW
Seasonal frozen ground,Wetland,AM,0.510115865,3.2368,LW
Seasonal frozen ground,Wetland,NM,1.237821115,17.29104,XYZ
Seasonal frozen ground,Wetland,NM,0.83974445,6.91424,XYZ
Seasonal frozen ground,Wetland,NM,1.230587873,17.00544,XYZ
Seasonal frozen ground,Wetland,NM,0.679340666,4.77904,XYZ
Seasonal frozen ground,Wetland,AM,0.829720496,6.75648,MTC
Seasonal frozen ground,Wetland,AM,0.610080717,4.07456,MTC
Seasonal frozen ground,Wetland,AM,0.667565014,4.6512,LW
Seasonal frozen ground,Wetland,AM,0.511573231,3.24768,LW
Seasonal frozen ground,Wetland,AM,0.570584966,3.72036,MGTC
Seasonal frozen ground,Wetland,AM,0.731427587,5.388,MGTC
Seasonal frozen ground,Wetland,AM,0.951030392,8.93368,MGTC
Seasonal frozen ground,Wetland,AM,0.896548262,7.8804,MGTC
Seasonal frozen ground,Wetland,AM,0.676678981,4.74984,LW
Seasonal frozen ground,Wetland,AM,0.811414126,6.4776,LW
Seasonal frozen ground,Wetland,AM,0.870570099,7.42284,LW
Seasonal frozen ground,Wetland,AM,0.908324139,8.097,LW
Seasonal frozen ground,Wetland,NM,0.956480588,9.0465,XYZ
Seasonal frozen ground,Wetland,NM,0.928530012,8.48262,XYZ
Seasonal frozen ground,Wetland,NM,0.836873284,6.86868,XYZ
Seasonal frozen ground,Wetland,AM,0.989114178,9.75246,LW
Seasonal frozen ground,Wetland,AM,0.837854741,6.88422,LW
Seasonal frozen ground,Wetland,AM,0.71015292,5.13042,LW
Seasonal frozen ground,Wetland,AM,1.010242273,10.23864,LW
Seasonal frozen ground,Wetland,AM,1.033525079,10.80252,LW
Seasonal frozen ground,Wetland,AM,0.961039317,9.14196,LW
Seasonal frozen ground,Wetland,NM,0.991185303,9.79908,XYZ
Seasonal frozen ground,Wetland,NM,0.855286501,7.16616,XYZ
Seasonal frozen ground,Wetland,NM,0.705998767,5.08158,XYZ
Seasonal frozen ground,Wetland,NM,0.97982143,9.546,XYZ
Seasonal frozen ground,Wetland,NM,0.787262057,6.1272,XYZ
Seasonal frozen ground,Wetland,NM,1.077043608,11.94108,XYZ
Seasonal frozen ground,Wetland,NM,1.066706745,11.66022,XYZ
Seasonal frozen ground,Wetland,NM,1.123360905,13.28498,XYZ
Seasonal frozen ground,Wetland,NM,1.186383299,15.35972,XYZ
Seasonal frozen ground,Wetland,NM,1.106552602,12.78064,XYZ
Seasonal frozen ground,Wetland,NM,1.235729388,17.20796,XYZ
Seasonal frozen ground,Wetland,NM,0.640775505,4.37296,XYZ
Seasonal frozen ground,Wetland,NM,0.976521462,9.47374,XYZ
Seasonal frozen ground,Wetland,NM,1.12699848,13.39672,XYZ
Seasonal frozen ground,Wetland,NM,1.114080968,13.00412,XYZ
Seasonal frozen ground,Wetland,NM,1.131255424,13.52868,XYZ
Seasonal frozen ground,Wetland,NM,0.942510055,8.76012,XYZ
Seasonal frozen ground,Wetland,NM,1.156609113,14.34198,XYZ
Seasonal frozen ground,Wetland,NM,0.899467016,7.93354,XYZ
Seasonal frozen ground,Wetland,AM,1.775943777,59.6958,MGTC
Seasonal frozen ground,Wetland,NM,1.370016893,23.4432,XYZ
Seasonal frozen ground,Wetland,NM,1.313713714,20.59272,XYZ
Seasonal frozen ground,Wetland,NM,1.267935415,18.53256,XYZ
Seasonal frozen ground,Wetland,NM,1.358586181,22.83422,XYZ
Seasonal frozen ground,Wetland,NM,1.083147729,12.1101,XYZ
Seasonal frozen ground,Wetland,NM,1.02057092,10.48506,XYZ
Seasonal frozen ground,Wetland,NM,1.004364371,10.101,XYZ
Seasonal frozen ground,Wetland,NM,1.007408059,10.17204,XYZ
Seasonal frozen ground,Wetland,NM,1.001587481,10.03662,XYZ
Seasonal frozen ground,Wetland,NM,1.006364196,10.14762,XYZ
Seasonal frozen ground,Wetland,NM,1.009676908,10.22532,XYZ
Seasonal frozen ground,Wetland,NM,0.979968809,9.54924,XYZ
Seasonal frozen ground,Wetland,NM,0.948058734,8.87276,XYZ
Seasonal frozen ground,Wetland,NM,0.965728369,9.2412,XYZ
Seasonal frozen ground,Wetland,NM,0.918707476,8.29292,XYZ
Seasonal frozen ground,Wetland,NM,0.986917669,9.70326,XYZ
Seasonal frozen ground,Wetland,NM,0.92389549,8.39258,XYZ
Seasonal frozen ground,Wetland,NM,0.974995917,9.44052,XYZ
Seasonal frozen ground,Wetland,NM,0.929022259,8.49224,XYZ
Seasonal frozen ground,Wetland,NM,1.001667958,10.03848,XYZ
Seasonal frozen ground,Wetland,NM,0.975412506,9.44958,XYZ
Seasonal frozen ground,Wetland,NM,1.461508431,28.94066,XYZ
Seasonal frozen ground,Wetland,NM,1.175838716,14.99128,XYZ
Seasonal frozen ground,Wetland,NM,1.449609208,28.15848,XYZ
Seasonal frozen ground,Wetland,NM,1.215526002,16.42578,XYZ
Seasonal frozen ground,Wetland,NM,1.437374751,27.3763,XYZ
Seasonal frozen ground,Wetland,NM,1.215526002,16.42578,XYZ
Seasonal frozen ground,Wetland,NM,1.457547649,28.67792,XYZ
Seasonal frozen ground,Wetland,NM,1.179584534,15.12114,XYZ
Seasonal frozen ground,Wetland,NM,1.461508431,28.94066,XYZ
Seasonal frozen ground,Wetland,NM,1.205019668,16.03318,XYZ
Seasonal frozen ground,Wetland,NM,1.029156424,10.6944,XYZ
Seasonal frozen ground,Wetland,NM,0.874344956,7.48764,XYZ
Seasonal frozen ground,Wetland,NM,0.8722099,7.45092,XYZ
Seasonal frozen ground,Wetland,NM,0.717815244,5.22174,XYZ
Seasonal frozen ground,Forest,EcM,0.81646005,6.5533,SY
Seasonal frozen ground,Forest,EcM,0.601886239,3.9984,SY
Seasonal frozen ground,Wetland,AM,1.46146401,28.9377,MTC
Seasonal frozen ground,Wetland,NM,1.00607907,10.14096,XYZ
Seasonal frozen ground,Wetland,EcM,0.99490813,9.88344,SY
Seasonal frozen ground,Wetland,NM,1.011933965,10.2786,XYZ
Seasonal frozen ground,Wetland,NM,0.927733663,8.46708,XYZ
Seasonal frozen ground,Wetland,NM,1.324305096,21.1011,XYZ
Seasonal frozen ground,Grassland,NM,0.990791564,9.7902,XYZ
Seasonal frozen ground,Forest,EcM,0.765482282,5.8275,BH
Seasonal frozen ground,Wetland,NM,1.190970062,15.5228,XYZ
Seasonal frozen ground,Wetland,NM,0.648798963,4.4545,XYZ
Seasonal frozen ground,Forest,EcM,1.253118864,17.91096,BH
Seasonal frozen ground,Forest,EcM,0.548023154,3.53202,BH
Seasonal frozen ground,Wetland,EcM,0.872076985,7.44864,MGS-SY
Seasonal frozen ground,Wetland,EcM,0.644271142,4.4083,MGS-SY
Seasonal frozen ground,Wetland,NM,1.06483222,11.61,XYZ
Seasonal frozen ground,Wetland,NM,0.928178651,8.47576,XYZ
Seasonal frozen ground,Wetland,AM,0.900552825,7.9534,MGTC
Seasonal frozen ground,Wetland,AM,1.035992955,10.86408,MGTC
Seasonal frozen ground,Wetland,NM,1.039334789,10.948,XYZ
Seasonal frozen ground,Wetland,NM,1.854073951,71.4618,XYZ
Seasonal frozen ground,Wetland,NM,1.772131661,59.1741,XYZ
Seasonal frozen ground,Wetland,NM,1.732941108,54.0681,XYZ
Seasonal frozen ground,Wetland,AM,1.253764335,17.9376,MGTC-XYZ
Seasonal frozen ground,Grassland,,,,
Seasonal frozen ground,Forest,,,,
Seasonal frozen ground,Forest,EcM,1.650268543,44.69598816,HS-KY
Seasonal frozen ground,Forest,EcM,1.384575613,24.2424,HS-KY
Seasonal frozen ground,Forest,EcM,1.171129437,14.8296,HS-KY
Seasonal frozen ground,Forest,EcM,1.086188505,12.19518816,HS-KY
Seasonal frozen ground,Forest,EcM,0.780921878,6.0384,HS-KY
Seasonal frozen ground,Forest,EcM,0.557652966,3.61121184,HS-KY
Seasonal frozen ground,Forest,EcM,0.357784692,2.27921184,HS-KY
Seasonal frozen ground,Forest,EcM,1.608329166,40.5816,BH
Seasonal frozen ground,Forest,EcM,1.398148626,25.01201184,BH
Seasonal frozen ground,Forest,EcM,1.313900951,20.6016,BH
Seasonal frozen ground,Forest,EcM,1.207688532,16.13201184,BH
Seasonal frozen ground,Forest,EcM,1.136872327,13.70478816,BH
Seasonal frozen ground,Forest,EcM,0.988488137,9.73841184,BH
Seasonal frozen ground,Forest,EcM,1.004046599,10.09361184,BH
Seasonal frozen ground,Forest,EcM,1.174582745,14.94798816,HS-KY
Seasonal frozen ground,Forest,EcM,1.011621686,10.27121184,HS-KY
Seasonal frozen ground,Forest,EcM,1.168521054,14.7408,HS-KY
Seasonal frozen ground,Forest,EcM,1.039492966,10.95198816,HS-KY
Seasonal frozen ground,Forest,EcM,1.140608964,13.82321184,HS-KY
Seasonal frozen ground,Forest,EcM,1.037140002,10.89281184,HS-KY
Seasonal frozen ground,Forest,AM,,,SM
Seasonal frozen ground,Forest,AM,,,SS
Seasonal frozen ground,Forest,AM,,,SM
Seasonal frozen ground,Forest,EcM,1.779856039,60.23598816,YS
Seasonal frozen ground,Forest,EcM,1.574411102,37.53281184,YS
Seasonal frozen ground,Forest,EcM,1.349238893,22.34801184,YS
Seasonal frozen ground,Forest,EcM,1.158820316,14.41518816,YS
Seasonal frozen ground,Forest,EcM,0.635645757,4.32161184,YS
Seasonal frozen ground,Forest,EcM,0.352103018,2.24958816,YS
Seasonal frozen ground,Forest,EcM,0.152532948,1.4208,YS
