Type,log_stock,MAT
Seasonal frozen ground,1.335921436,2.8
Seasonal frozen ground,1.426835154,2.8
Seasonal frozen ground,1.242290916,2.8
Seasonal frozen ground,1.262701627,2.8
Seasonal frozen ground,1.198263295,2.8
Seasonal frozen ground,1.162107769,2.8
Permafrost,0.920553232,-3
Permafrost,1.163852236,-3
Permafrost,0.675140175,-3
Permafrost,1.163852236,-3
Permafrost,0.776340817,-3
Permafrost,0.804891467,-3
Permafrost,0.920553232,-3
Permafrost,0.675140175,-3
Permafrost,0.675140175,-3
Permafrost,0.785158931,-3
Permafrost,0.804891467,-3
Permafrost,0.675140175,-3
Permafrost,0.675140175,-3
Permafrost,0.675140175,-3
Permafrost,0.675140175,-3
Permafrost,0.776340817,-3
Permafrost,1.163852236,-3
Permafrost,0.985644689,-3
Permafrost,0.675140175,-3
Permafrost,0.801176015,-0.5
Permafrost,0.940941554,-0.5
Seasonal frozen ground,1.030798763,3.6
Seasonal frozen ground,,2.3
Seasonal frozen ground,,3.5
Seasonal frozen ground,0.706046161,0.9
Permafrost,1.163703614,-1
Seasonal frozen ground,1.20370413,1.3
Permafrost,0.534491376,-1
Permafrost,1.211599963,1
Permafrost,,-5.5
Seasonal frozen ground,,-2.7
Seasonal frozen ground,,2.3
Seasonal frozen ground,0.99997988,0.9
Seasonal frozen ground,1.20370413,1.3
Seasonal frozen ground,,4.8
Seasonal frozen ground,0.739225312,2.8
Seasonal frozen ground,0.316738754,3.5
Seasonal frozen ground,0.938904966,2.2
Seasonal frozen ground,0.628922061,3.1
Seasonal frozen ground,1.272180948,3.9
Seasonal frozen ground,0.769397923,0.9
Seasonal frozen ground,0.72437092,2.3
Seasonal frozen ground,,3.5
Permafrost,,1.2
Seasonal frozen ground,0.979047433,2.7
Seasonal frozen ground,0.217728153,4.3
Seasonal frozen ground,0.727514839,3.5
Seasonal frozen ground,,1.3
Seasonal frozen ground,,3.9
Seasonal frozen ground,1.064318982,3.1
Seasonal frozen ground,,2.6
Seasonal frozen ground,0.685170018,3.1
Seasonal frozen ground,0.979829241,3.9
Seasonal frozen ground,1.131027402,0.4
Seasonal frozen ground,0.454579643,3.5
Seasonal frozen ground,0.675663532,3.1
Permafrost,1.099265531,-1.6
Seasonal frozen ground,1.028620311,3.1
Seasonal frozen ground,,0.4
Seasonal frozen ground,0.722255861,2.7
Seasonal frozen ground,0.794661075,2.7
Seasonal frozen ground,0.733651492,3.9
Seasonal frozen ground,0.920738135,2.4
Seasonal frozen ground,1.131027402,0.4
Seasonal frozen ground,0.652708399,5.2
Seasonal frozen ground,1.359100028,2
Seasonal frozen ground,,2
Seasonal frozen ground,,4.9
Seasonal frozen ground,0.995176933,5.4
Seasonal frozen ground,0.227284086,5.6
Seasonal frozen ground,0.866417559,3.6
Seasonal frozen ground,0.511216254,3.6
Seasonal frozen ground,0.947404151,5.5
Seasonal frozen ground,1.077987228,4
Seasonal frozen ground,1.302940311,3.6
Seasonal frozen ground,1.298082736,2.5
Seasonal frozen ground,,2.6
Seasonal frozen ground,0.738545133,4.1
Seasonal frozen ground,1.103287691,1.5
Seasonal frozen ground,,2
Seasonal frozen ground,0.315400434,4.1
Seasonal frozen ground,1.231703698,3.8
Seasonal frozen ground,0.520782835,4.9
Seasonal frozen ground,0.368875537,4.6
Seasonal frozen ground,0.452238394,4.8
Seasonal frozen ground,0.783757712,5
Seasonal frozen ground,,4.7
Seasonal frozen ground,,6
Seasonal frozen ground,,10.2
Seasonal frozen ground,0.670917097,7.2
Seasonal frozen ground,,6.8
Seasonal frozen ground,0.717859636,4.9
Seasonal frozen ground,,9.3
Seasonal frozen ground,,9.3
Seasonal frozen ground,-0.095652281,8.2
Seasonal frozen ground,-0.449927789,8.2
Seasonal frozen ground,0.573210943,10.3
Seasonal frozen ground,,8
Seasonal frozen ground,,8.1
Seasonal frozen ground,,9.1
Seasonal frozen ground,,5.6
Seasonal frozen ground,,7.5
Seasonal frozen ground,,6.6
Seasonal frozen ground,0.914722239,8.2
Seasonal frozen ground,0.497205539,6.5
Seasonal frozen ground,0.719169726,4.8
Seasonal frozen ground,0.589978094,8.2
Seasonal frozen ground,0.380882485,8.4
Seasonal frozen ground,,8.2
Seasonal frozen ground,0.350432414,6
Seasonal frozen ground,-0.044751014,6.5
Seasonal frozen ground,,6.5
Seasonal frozen ground,0.353590933,6
Seasonal frozen ground,-0.024776168,7.9
Permafrost,1.344917433,-2.12
Permafrost,1.297243897,-2.12
Permafrost,1.178734135,-2.12
Permafrost,1.280027168,-1.1
Permafrost,1.033346541,-1.1
Permafrost,1.848227998,-5.3
Permafrost,1.510475732,-5.3
Permafrost,0.981770601,-3.3
Permafrost,1.011824096,-3.3
Permafrost,0.949202585,-3.3
Permafrost,0.991443169,-3.3
Permafrost,0.804570104,-3.3
Permafrost,0.805084715,-3.3
Permafrost,1.095674165,-3
Permafrost,1.009454295,-3
Permafrost,1.079745462,-3
Permafrost,0.984847628,-3
Permafrost,1.396706948,-5.5
Permafrost,1.380580235,-5.5
Permafrost,1.035602621,-4.9
Permafrost,0.944632675,-4.9
Permafrost,1.007597583,-4.9
Seasonal frozen ground,0.902002891,4.9
Seasonal frozen ground,0.915682589,4.9
Seasonal frozen ground,0.886980018,4.9
Seasonal frozen ground,0.969321774,4.9
Seasonal frozen ground,0.887878249,4.9
Seasonal frozen ground,0.917362647,4.9
Seasonal frozen ground,0.958145153,4.9
Seasonal frozen ground,,4.6
Seasonal frozen ground,,7.3
Seasonal frozen ground,0.453544604,5.7
Seasonal frozen ground,0.511412732,5.7
Seasonal frozen ground,0.583896713,5.7
Seasonal frozen ground,0.415260555,5.7
Seasonal frozen ground,0.426472222,5.7
Seasonal frozen ground,0.471015788,5.7
Seasonal frozen ground,0.281397022,5.7
Seasonal frozen ground,0.253270142,5.7
Seasonal frozen ground,0.191786248,5.7
Seasonal frozen ground,0.269456903,5.7
Seasonal frozen ground,0.224035553,5.7
Seasonal frozen ground,0.136885378,5.7
Seasonal frozen ground,0.348764232,5.7
Seasonal frozen ground,0.338560074,5.7
Seasonal frozen ground,0.224035553,5.7
Seasonal frozen ground,0.687503991,5.7
Seasonal frozen ground,0.652934476,5.7
Seasonal frozen ground,0.597260674,5.7
Seasonal frozen ground,0.681393214,5.7
Seasonal frozen ground,0.583896713,5.7
Seasonal frozen ground,0.426472222,5.7
Seasonal frozen ground,1.309223784,5.5
Seasonal frozen ground,1.050091162,5.5
Seasonal frozen ground,1.094198517,5.5
Seasonal frozen ground,0.917362647,5.5
Seasonal frozen ground,-0.016879105,7.7
Seasonal frozen ground,-0.016879105,7.7
Seasonal frozen ground,-0.016879105,7.7
Seasonal frozen ground,-0.016879105,7.7
Seasonal frozen ground,-0.016879105,7.7
Seasonal frozen ground,-0.016879105,7.7
Seasonal frozen ground,-0.016879105,7.7
Seasonal frozen ground,-0.003488328,7.7
Seasonal frozen ground,-0.080921908,7.7
Seasonal frozen ground,-0.04383157,7.7
Seasonal frozen ground,-0.20481541,7.7
Seasonal frozen ground,-0.089375595,7.7
Seasonal frozen ground,-0.092588639,7.7
Seasonal frozen ground,-0.094743951,7.7
Seasonal frozen ground,0.92867232,5
Seasonal frozen ground,0.565375503,5.5
Seasonal frozen ground,0.51054501,5.5
Seasonal frozen ground,0.441852176,5.5
Seasonal frozen ground,0.903159469,4.9
Seasonal frozen ground,0.916803349,4.9
Seasonal frozen ground,0.889073007,4.9
Seasonal frozen ground,0.970559786,4.9
Seasonal frozen ground,0.889073007,4.9
Seasonal frozen ground,0.916803349,4.9
Seasonal frozen ground,0.958526615,4.9
Seasonal frozen ground,0.788493617,4.9
Seasonal frozen ground,0.80617726,4.9
Seasonal frozen ground,0.750807592,4.9
Seasonal frozen ground,0.750807592,4.9
Seasonal frozen ground,0.765325751,4.9
Seasonal frozen ground,0.745858314,4.9
Seasonal frozen ground,0.801823394,4.9
Seasonal frozen ground,1.123417129,4.3
Seasonal frozen ground,1.230127936,4.7
Seasonal frozen ground,1.312118939,4.2
Seasonal frozen ground,1.123417129,4.3
Seasonal frozen ground,1.230127936,4.7
Seasonal frozen ground,1.312118939,4.2
Seasonal frozen ground,1.123417129,4.3
Seasonal frozen ground,1.230071176,4.7
Seasonal frozen ground,1.312118939,4.2
Seasonal frozen ground,0.834339306,4.3
Seasonal frozen ground,0.965237459,4.7
Seasonal frozen ground,1.173851483,4.2
Seasonal frozen ground,0.850143658,4.3
Seasonal frozen ground,0.988421602,4.7
Seasonal frozen ground,1.195342181,4.2
Seasonal frozen ground,0.857835263,4.3
Seasonal frozen ground,0.988421602,4.7
Seasonal frozen ground,1.195342181,4.2
Seasonal frozen ground,1.176410815,1.3
Seasonal frozen ground,1.079710795,1.3
Seasonal frozen ground,1.053757443,1.3
Seasonal frozen ground,0.900747208,1.3
Seasonal frozen ground,0.960303339,1.3
Seasonal frozen ground,0.864553829,1.3
Seasonal frozen ground,0.684953025,7.2
Seasonal frozen ground,0.504062883,7.2
Seasonal frozen ground,0.543163771,5.5
Seasonal frozen ground,0.287264126,4.9
Seasonal frozen ground,0.292078772,4.9
Seasonal frozen ground,0.34182215,4.9
Seasonal frozen ground,0.276213565,4.9
Seasonal frozen ground,0.413182371,4.9
Seasonal frozen ground,0.246301577,4.9
Seasonal frozen ground,0.240549248,4.9
Seasonal frozen ground,0.264496704,4.9
Seasonal frozen ground,0.293954471,4.9
Seasonal frozen ground,0.21571157,4.9
Seasonal frozen ground,0.328770904,4.9
Seasonal frozen ground,0.153363573,4.9
Seasonal frozen ground,0.792489745,1.5
Seasonal frozen ground,1.088855238,0.4
Seasonal frozen ground,0.901449471,0.4
Permafrost,0.892274908,0
Permafrost,0.892683739,0
Permafrost,1.022176243,0
Permafrost,0.784210736,0
Seasonal frozen ground,0.386677284,4
Seasonal frozen ground,0.522704993,4
Seasonal frozen ground,0.455758203,4
Seasonal frozen ground,0.629001619,4
Seasonal frozen ground,0.691435152,4
Seasonal frozen ground,0.867632453,1.9
Seasonal frozen ground,0.314183339,4.9
Seasonal frozen ground,0.38344552,4.9
Seasonal frozen ground,0.365398122,4.9
Seasonal frozen ground,0.245083096,4.9
Seasonal frozen ground,0.460711462,4.9
Seasonal frozen ground,0.370350222,4.9
Seasonal frozen ground,0.370350222,4.9
Seasonal frozen ground,0.420516831,4.9
Seasonal frozen ground,0.809142053,1.5
Seasonal frozen ground,0.561602204,4
Seasonal frozen ground,0.489339626,4
Seasonal frozen ground,0.40715287,4
Seasonal frozen ground,1.137508682,4.5
Seasonal frozen ground,1.090363225,4.5
Seasonal frozen ground,1.037609037,4.5
Seasonal frozen ground,0.500428598,4
Seasonal frozen ground,0.433481808,4
Seasonal frozen ground,0.606725225,4
Seasonal frozen ground,0.701343441,4
Seasonal frozen ground,0.632760888,4.7
Seasonal frozen ground,0.598067905,4.3
Seasonal frozen ground,0.332519251,4.9
Seasonal frozen ground,0.402364569,4
Seasonal frozen ground,0.650424097,4.9
Seasonal frozen ground,0.054613055,5.5
Seasonal frozen ground,0.315214393,5.3
Seasonal frozen ground,0.250615147,4.3
Seasonal frozen ground,0.488832634,4.6
Seasonal frozen ground,0.463713862,4.5
Seasonal frozen ground,0.634474932,4
Seasonal frozen ground,0.516493962,4
Seasonal frozen ground,0.637457224,4
Seasonal frozen ground,0.572213711,4
Seasonal frozen ground,0.538081879,4
Seasonal frozen ground,0.547994447,4
Seasonal frozen ground,0.394703519,4
Seasonal frozen ground,0.517596933,4
Seasonal frozen ground,0.586532481,4.2
Seasonal frozen ground,0.584936962,4.2
Seasonal frozen ground,0.645201079,4.2
Seasonal frozen ground,0.515818543,4.2
Seasonal frozen ground,0.672794075,4.2
Seasonal frozen ground,0.413711963,4.2
Seasonal frozen ground,0.548906472,4.2
Seasonal frozen ground,0.507348624,4.2
Seasonal frozen ground,0.16070732,4
Seasonal frozen ground,0.200864458,4
Seasonal frozen ground,0.098519258,4
Seasonal frozen ground,0.088896297,4
Seasonal frozen ground,0.214081302,4
Seasonal frozen ground,0.130744096,4
Seasonal frozen ground,0.374250617,4
Seasonal frozen ground,0.27131861,4
Seasonal frozen ground,0.536487738,4.6
Seasonal frozen ground,0.490472582,4.6
Seasonal frozen ground,0.106653173,4
Seasonal frozen ground,0.028408565,4
Seasonal frozen ground,0.407815642,4
Seasonal frozen ground,0.331439444,4
Seasonal frozen ground,0.234122291,4
Seasonal frozen ground,0.386677284,4.3
Seasonal frozen ground,0.522704993,4.3
Seasonal frozen ground,0.455758203,4.3
Seasonal frozen ground,0.629001619,4.3
Seasonal frozen ground,0.691435152,4.3
Seasonal frozen ground,0.957825576,2.2
Seasonal frozen ground,0.729638274,2.3
Seasonal frozen ground,0.357500335,11
Seasonal frozen ground,0.164578868,11
Seasonal frozen ground,0.81646005,1.9
Seasonal frozen ground,0.601886239,1.9
Seasonal frozen ground,0.990791564,1.9
Seasonal frozen ground,0.765482282,1.9
Seasonal frozen ground,1.253118864,1.9
Seasonal frozen ground,0.548023154,1.9
Seasonal frozen ground,,2.6
Seasonal frozen ground,,2.6
Seasonal frozen ground,1.650268543,3.6
Seasonal frozen ground,1.384575613,3.6
Seasonal frozen ground,1.171129437,3.6
Seasonal frozen ground,1.086188505,3.6
Seasonal frozen ground,0.780921878,3.6
Seasonal frozen ground,0.557652966,3.6
Seasonal frozen ground,0.357784692,3.6
Seasonal frozen ground,1.608329166,3.6
Seasonal frozen ground,1.398148626,3.6
Seasonal frozen ground,1.313900951,3.6
Seasonal frozen ground,1.207688532,3.6
Seasonal frozen ground,1.136872327,3.6
Seasonal frozen ground,0.988488137,3.6
Seasonal frozen ground,1.004046599,3.6
Seasonal frozen ground,1.174582745,4.2
Seasonal frozen ground,1.011621686,4.2
Seasonal frozen ground,1.168521054,4.2
Seasonal frozen ground,1.039492966,4.2
Seasonal frozen ground,1.140608964,4.2
Seasonal frozen ground,1.037140002,4.2
Seasonal frozen ground,,2.6
Seasonal frozen ground,,2.6
Seasonal frozen ground,,2.6
Seasonal frozen ground,1.779856039,3.6
Seasonal frozen ground,1.574411102,3.6
Seasonal frozen ground,1.349238893,3.6
Seasonal frozen ground,1.158820316,3.6
Seasonal frozen ground,0.635645757,3.6
Seasonal frozen ground,0.352103018,3.6
Seasonal frozen ground,0.152532948,3.6
