Type,Ecosystem,Ecosystem0,Mycorrhiza,soc_stock,log_stock,MAT
Seasonal frozen ground,Grassland,Upland,AM,2.5893,0.413182371,4.9
Seasonal frozen ground,Grassland,Upland,AM,1.7632,0.246301577,4.9
Seasonal frozen ground,Grassland,Upland,AM,1.74,0.240549248,4.9
Seasonal frozen ground,Grassland,Upland,AM,1.83864,0.264496704,4.9
Seasonal frozen ground,Grassland,Upland,AM,1.96768,0.293954471,4.9
Seasonal frozen ground,Grassland,Upland,AM,1.64328,0.21571157,4.9
Seasonal frozen ground,Grassland,Upland,AM,2.13192,0.328770904,4.9
Seasonal frozen ground,Grassland,Upland,AM,1.42352,0.153363573,4.9
Seasonal frozen ground,Grassland,Upland,AM,6.2014,0.792489745,1.5
Seasonal frozen ground,Grassland,Upland,AM,12.27030162,1.088855238,0.4
Seasonal frozen ground,Forest,Upland,EcM,7.969837587,0.901449471,0.4
Permafrost,Grassland,Upland,AM,7.803238979,0.892274908,0
Permafrost,Forest,Upland,EcM,7.810588167,0.892683739,0
Permafrost,Forest,Upland,EcM,10.52388863,1.022176243,0
Permafrost,Forest,Upland,EcM,6.084301624,0.784210736,0
Seasonal frozen ground,Grassland,Upland,AM,2.436,0.386677284,4
Seasonal frozen ground,Grassland,Upland,AM,3.332,0.522704993,4
Seasonal frozen ground,Grassland,Upland,AM,2.856,0.455758203,4
Seasonal frozen ground,Grassland,Upland,AM,4.256,0.629001619,4
Seasonal frozen ground,Grassland,Upland,AM,4.914,0.691435152,4
Seasonal frozen ground,Forest,Upland,EcM,7.3728,0.867632453,1.9
Seasonal frozen ground,Wetland,Wetland,NM,11.8772,1.07471407,1.9
Seasonal frozen ground,Grassland,Upland,AM,2.0615,0.314183339,4.9
Seasonal frozen ground,Grassland,Upland,AM,2.41794,0.38344552,4.9
Seasonal frozen ground,Grassland,Upland,AM,2.31952,0.365398122,4.9
Seasonal frozen ground,Grassland,Upland,AM,1.75826,0.245083096,4.9
Seasonal frozen ground,Grassland,Upland,AM,2.88876,0.460711462,4.9
Seasonal frozen ground,Grassland,Upland,AM,2.34612,0.370350222,4.9
Seasonal frozen ground,Grassland,Upland,AM,2.34612,0.370350222,4.9
Seasonal frozen ground,Grassland,Upland,AM,2.6334,0.420516831,4.9
Seasonal frozen ground,Grassland,Upland,AM,3.6442,0.561602204,4
Seasonal frozen ground,Grassland,Upland,AM,3.0856,0.489339626,4
Seasonal frozen ground,Grassland,Upland,AM,2.5536,0.40715287,4
Seasonal frozen ground,Forest,Upland,EcM,13.72488399,1.137508682,4.5
Seasonal frozen ground,Forest,Upland,EcM,12.31298144,1.090363225,4.5
Seasonal frozen ground,Forest,Upland,EcM,10.90458237,1.037609037,4.5
Permafrost,Wetland,Wetland,ErM,51.51288,1.711915831,-2.2
Permafrost,Wetland,Wetland,ErM,53.36214,1.727233238,-2.2
Permafrost,Wetland,Wetland,ErM,42.33096,1.626658118,-2.2
Seasonal frozen ground,Grassland,Upland,AM,3.1654,0.500428598,4
Seasonal frozen ground,Grassland,Upland,AM,2.7132,0.433481808,4
Seasonal frozen ground,Grassland,Upland,AM,4.0432,0.606725225,4
Seasonal frozen ground,Grassland,Upland,AM,5.0274,0.701343441,4
Seasonal frozen ground,Wetland,Wetland,AM,12.77696,1.106427535,2.5
Seasonal frozen ground,Wetland,Wetland,NM,14.8112529,1.170591798,1.9
Seasonal frozen ground,Wetland,Wetland,AM,25.23665893,1.402031858,1.9
Seasonal frozen ground,Wetland,Wetland,AM,33.88259861,1.529976711,1.9
Seasonal frozen ground,Wetland,Wetland,AM,21.84048724,1.339262323,1.9
Seasonal frozen ground,Grassland,Upland,AM,4.309976798,0.634474932,4
Seasonal frozen ground,Grassland,Upland,AM,3.284686775,0.516493962,4
Seasonal frozen ground,Grassland,Upland,AM,4.339675174,0.637457224,4
Seasonal frozen ground,Grassland,Upland,AM,3.734338747,0.572213711,4
Seasonal frozen ground,Grassland,Upland,AM,3.452088167,0.538081879,4
Seasonal frozen ground,Grassland,Upland,AM,3.531786543,0.547994447,4
Seasonal frozen ground,Grassland,Upland,AM,2.481438515,0.394703519,4
Seasonal frozen ground,Grassland,Upland,AM,3.293039443,0.517596933,4
Seasonal frozen ground,Grassland,Upland,AM,3.859512761,0.586532481,4.2
Seasonal frozen ground,Grassland,Upland,AM,3.845359629,0.584936962,4.2
Seasonal frozen ground,Grassland,Upland,AM,3.279582367,0.515818543,4.2
Seasonal frozen ground,Grassland,Upland,AM,4.707540603,0.672794075,4.2
Seasonal frozen ground,Grassland,Upland,AM,2.592459397,0.413711963,4.2
Seasonal frozen ground,Grassland,Upland,AM,3.539211137,0.548906472,4.2
Seasonal frozen ground,Grassland,Upland,AM,3.216241299,0.507348624,4.2
Seasonal frozen ground,Grassland,Upland,AM,1.447795824,0.16070732,4
Seasonal frozen ground,Grassland,Upland,AM,1.588051044,0.200864458,4
Seasonal frozen ground,Grassland,Upland,AM,1.254640371,0.098519258,4
Seasonal frozen ground,Grassland,Upland,AM,1.227146172,0.088896297,4
Seasonal frozen ground,Grassland,Upland,AM,1.63712297,0.214081302,4
Seasonal frozen ground,Grassland,Upland,AM,1.351276102,0.130744096,4
Seasonal frozen ground,Grassland,Upland,AM,2.367285383,0.374250617,4
Seasonal frozen ground,Grassland,Upland,AM,1.86774942,0.27131861,4
Seasonal frozen ground,Wetland,Wetland,AM,0.27324,-0.563455723,4.6
Seasonal frozen ground,Wetland,Wetland,AM,0.207,-0.684029655,4.6
Seasonal frozen ground,Grassland,Upland,AM,3.43944,0.536487738,4.6
Seasonal frozen ground,Grassland,Upland,AM,3.09366,0.490472582,4.6
Seasonal frozen ground,Wetland,Wetland,AM,1.656,0.219060332,4.5
Seasonal frozen ground,Wetland,Wetland,AM,0.83628,-0.077648289,4.5
Seasonal frozen ground,Grassland,Upland,AM,1.27836,0.106653173,4
Seasonal frozen ground,Forest,Upland,EcM,1.0676,0.028408565,4
Seasonal frozen ground,Forest,Upland,EcM,2.5575,0.407815642,4
Seasonal frozen ground,Forest,Upland,AM,2.14506,0.331439444,4
Seasonal frozen ground,Forest,Upland,EcM,1.71444,0.234122291,4
Seasonal frozen ground,Grassland,Upland,AM,2.436,0.386677284,4.3
Seasonal frozen ground,Grassland,Upland,AM,3.332,0.522704993,4.3
Seasonal frozen ground,Grassland,Upland,AM,2.856,0.455758203,4.3
Seasonal frozen ground,Grassland,Upland,AM,4.256,0.629001619,4.3
Seasonal frozen ground,Grassland,Upland,AM,4.914,0.691435152,4.3
Seasonal frozen ground,Forest,Upland,EcM,9.07456,0.957825576,2.2
Seasonal frozen ground,Wetland,Wetland,NM,14.5248,1.162110161,1.9
Seasonal frozen ground,Wetland,Wetland,NM,8.246774942,0.916284143,2.3
Seasonal frozen ground,Forest,Upland,EcM,5.365846868,0.729638274,2.3
Seasonal frozen ground,Wetland,Wetland,NM,11.09388,1.045083464,2.5
Seasonal frozen ground,Wetland,Wetland,NM,11.67782,1.067361777,2.5
Seasonal frozen ground,Wetland,Wetland,NM,10.60272,1.025417293,1.9
Seasonal frozen ground,Wetland,Wetland,NM,8.10744,0.908883743,1.9
Seasonal frozen ground,Wetland,Wetland,NM,9.00048,0.954265671,1.9
Seasonal frozen ground,Wetland,Wetland,NM,2.89044,0.460963959,11
Seasonal frozen ground,Grassland,Upland,NM,2.27772,0.357500335,11
Seasonal frozen ground,Forest,Upland,EcM,1.46076,0.164578868,11
Seasonal frozen ground,Wetland,Wetland,AM,13.97264,1.14527847,1.9
Seasonal frozen ground,Wetland,Wetland,AM,21.23208,1.326992542,2.5
Seasonal frozen ground,Wetland,Wetland,AM,14.41224,1.158731486,2.5
Seasonal frozen ground,Wetland,Wetland,NM,17.2992,1.23802602,1.7
Seasonal frozen ground,Wetland,Wetland,NM,6.9088,0.839402621,1.7
Seasonal frozen ground,Wetland,Wetland,NM,17,1.230448921,1.7
Seasonal frozen ground,Wetland,Wetland,NM,4.7872,0.680081572,1.7
Seasonal frozen ground,Wetland,Wetland,AM,6.7456,0.829020585,1.7
Seasonal frozen ground,Wetland,Wetland,AM,4.08,0.610660163,1.7
Seasonal frozen ground,Wetland,Wetland,AM,4.6512,0.667565014,1.7
Seasonal frozen ground,Wetland,Wetland,AM,3.2368,0.510115865,1.7
Seasonal frozen ground,Wetland,Wetland,NM,17.29104,1.237821115,1.7
Seasonal frozen ground,Wetland,Wetland,NM,6.91424,0.83974445,1.7
Seasonal frozen ground,Wetland,Wetland,NM,17.00544,1.230587873,1.7
Seasonal frozen ground,Wetland,Wetland,NM,4.77904,0.679340666,1.7
Seasonal frozen ground,Wetland,Wetland,AM,6.75648,0.829720496,1.7
Seasonal frozen ground,Wetland,Wetland,AM,4.07456,0.610080717,1.7
Seasonal frozen ground,Wetland,Wetland,AM,4.6512,0.667565014,1.7
Seasonal frozen ground,Wetland,Wetland,AM,3.24768,0.511573231,1.7
Seasonal frozen ground,Wetland,Wetland,AM,3.72036,0.570584966,1.9
Seasonal frozen ground,Wetland,Wetland,AM,5.388,0.731427587,1.9
Seasonal frozen ground,Wetland,Wetland,AM,8.93368,0.951030392,1.9
Seasonal frozen ground,Wetland,Wetland,AM,7.8804,0.896548262,1.9
Seasonal frozen ground,Wetland,Wetland,AM,4.74984,0.676678981,1.9
Seasonal frozen ground,Wetland,Wetland,AM,6.4776,0.811414126,1.9
Seasonal frozen ground,Wetland,Wetland,AM,7.42284,0.870570099,1.9
Seasonal frozen ground,Wetland,Wetland,AM,8.097,0.908324139,1.9
Seasonal frozen ground,Wetland,Wetland,NM,9.0465,0.956480588,2
Seasonal frozen ground,Wetland,Wetland,NM,8.48262,0.928530012,2
Seasonal frozen ground,Wetland,Wetland,NM,6.86868,0.836873284,2
Seasonal frozen ground,Wetland,Wetland,AM,9.75246,0.989114178,2
Seasonal frozen ground,Wetland,Wetland,AM,6.88422,0.837854741,2
Seasonal frozen ground,Wetland,Wetland,AM,5.13042,0.71015292,2
Seasonal frozen ground,Wetland,Wetland,AM,10.23864,1.010242273,2
Seasonal frozen ground,Wetland,Wetland,AM,10.80252,1.033525079,2
Seasonal frozen ground,Wetland,Wetland,AM,9.14196,0.961039317,2
Seasonal frozen ground,Wetland,Wetland,NM,9.79908,0.991185303,2
Seasonal frozen ground,Wetland,Wetland,NM,7.16616,0.855286501,2
Seasonal frozen ground,Wetland,Wetland,NM,5.08158,0.705998767,2
Seasonal frozen ground,Wetland,Wetland,NM,9.546,0.97982143,1.9
Seasonal frozen ground,Wetland,Wetland,NM,6.1272,0.787262057,1.9
Seasonal frozen ground,Wetland,Wetland,NM,11.94108,1.077043608,2
Seasonal frozen ground,Wetland,Wetland,NM,11.66022,1.066706745,2
Seasonal frozen ground,Wetland,Wetland,NM,13.28498,1.123360905,2
Seasonal frozen ground,Wetland,Wetland,NM,15.35972,1.186383299,2
Seasonal frozen ground,Wetland,Wetland,NM,12.78064,1.106552602,2
Seasonal frozen ground,Wetland,Wetland,NM,17.20796,1.235729388,2
Seasonal frozen ground,Wetland,Wetland,NM,4.37296,0.640775505,2
Seasonal frozen ground,Wetland,Wetland,NM,9.47374,0.976521462,2
Seasonal frozen ground,Wetland,Wetland,NM,13.39672,1.12699848,2
Seasonal frozen ground,Wetland,Wetland,NM,13.00412,1.114080968,2
Seasonal frozen ground,Wetland,Wetland,NM,13.52868,1.131255424,1.9
Seasonal frozen ground,Wetland,Wetland,NM,8.76012,0.942510055,1.9
Seasonal frozen ground,Wetland,Wetland,NM,14.34198,1.156609113,1.9
Seasonal frozen ground,Wetland,Wetland,NM,7.93354,0.899467016,1.9
Seasonal frozen ground,Wetland,Wetland,AM,59.6958,1.775943777,1.9
Seasonal frozen ground,Wetland,Wetland,NM,23.4432,1.370016893,1.9
Seasonal frozen ground,Wetland,Wetland,NM,20.59272,1.313713714,1.9
Seasonal frozen ground,Wetland,Wetland,NM,18.53256,1.267935415,1.9
Seasonal frozen ground,Wetland,Wetland,NM,22.83422,1.358586181,1.9
Seasonal frozen ground,Wetland,Wetland,NM,12.1101,1.083147729,1.9
Seasonal frozen ground,Wetland,Wetland,NM,10.48506,1.02057092,1.9
Seasonal frozen ground,Wetland,Wetland,NM,10.101,1.004364371,1.9
Seasonal frozen ground,Wetland,Wetland,NM,10.17204,1.007408059,1.9
Seasonal frozen ground,Wetland,Wetland,NM,10.03662,1.001587481,1.9
Seasonal frozen ground,Wetland,Wetland,NM,10.14762,1.006364196,1.9
Seasonal frozen ground,Wetland,Wetland,NM,10.22532,1.009676908,1.9
Seasonal frozen ground,Wetland,Wetland,NM,9.54924,0.979968809,1.9
Seasonal frozen ground,Wetland,Wetland,NM,8.87276,0.948058734,1.9
Seasonal frozen ground,Wetland,Wetland,NM,9.2412,0.965728369,1.9
Seasonal frozen ground,Wetland,Wetland,NM,8.29292,0.918707476,1.9
Seasonal frozen ground,Wetland,Wetland,NM,9.70326,0.986917669,1.9
Seasonal frozen ground,Wetland,Wetland,NM,8.39258,0.92389549,1.9
Seasonal frozen ground,Wetland,Wetland,NM,9.44052,0.974995917,1.9
Seasonal frozen ground,Wetland,Wetland,NM,8.49224,0.929022259,1.9
Seasonal frozen ground,Wetland,Wetland,NM,10.03848,1.001667958,1.9
Seasonal frozen ground,Wetland,Wetland,NM,9.44958,0.975412506,1.9
Seasonal frozen ground,Wetland,Wetland,NM,28.94066,1.461508431,1.9
Seasonal frozen ground,Wetland,Wetland,NM,14.99128,1.175838716,1.9
Seasonal frozen ground,Wetland,Wetland,NM,28.15848,1.449609208,1.9
Seasonal frozen ground,Wetland,Wetland,NM,16.42578,1.215526002,1.9
Seasonal frozen ground,Wetland,Wetland,NM,27.3763,1.437374751,1.9
Seasonal frozen ground,Wetland,Wetland,NM,16.42578,1.215526002,1.9
Seasonal frozen ground,Wetland,Wetland,NM,28.67792,1.457547649,1.9
Seasonal frozen ground,Wetland,Wetland,NM,15.12114,1.179584534,1.9
Seasonal frozen ground,Wetland,Wetland,NM,28.94066,1.461508431,1.9
Seasonal frozen ground,Wetland,Wetland,NM,16.03318,1.205019668,1.9
Seasonal frozen ground,Wetland,Wetland,NM,10.6944,1.029156424,1.9
Seasonal frozen ground,Wetland,Wetland,NM,7.48764,0.874344956,1.9
Seasonal frozen ground,Wetland,Wetland,NM,7.45092,0.8722099,1.9
Seasonal frozen ground,Wetland,Wetland,NM,5.22174,0.717815244,1.9
Seasonal frozen ground,Forest,Upland,EcM,6.5533,0.81646005,1.9
Seasonal frozen ground,Forest,Upland,EcM,3.9984,0.601886239,1.9
Seasonal frozen ground,Wetland,Wetland,AM,28.9377,1.46146401,1.9
Seasonal frozen ground,Wetland,Wetland,NM,10.14096,1.00607907,1.9
Seasonal frozen ground,Wetland,Wetland,EcM,9.88344,0.99490813,1.9
Seasonal frozen ground,Wetland,Wetland,NM,10.2786,1.011933965,1.9
Seasonal frozen ground,Wetland,Wetland,NM,8.46708,0.927733663,1.9
Seasonal frozen ground,Wetland,Wetland,NM,21.1011,1.324305096,1.9
Seasonal frozen ground,Grassland,Upland,NM,9.7902,0.990791564,1.9
Seasonal frozen ground,Forest,Upland,EcM,5.8275,0.765482282,1.9
Seasonal frozen ground,Wetland,Wetland,NM,15.5228,1.190970062,1.9
Seasonal frozen ground,Wetland,Wetland,NM,4.4545,0.648798963,1.9
Seasonal frozen ground,Forest,Upland,EcM,17.91096,1.253118864,1.9
Seasonal frozen ground,Forest,Upland,EcM,3.53202,0.548023154,1.9
Seasonal frozen ground,Wetland,Wetland,EcM,7.44864,0.872076985,1.9
Seasonal frozen ground,Wetland,Wetland,EcM,4.4083,0.644271142,1.9
Seasonal frozen ground,Wetland,Wetland,NM,11.61,1.06483222,1.9
Seasonal frozen ground,Wetland,Wetland,NM,8.47576,0.928178651,1.9
Seasonal frozen ground,Wetland,Wetland,AM,7.9534,0.900552825,1.9
Seasonal frozen ground,Wetland,Wetland,AM,10.86408,1.035992955,1.9
Seasonal frozen ground,Wetland,Wetland,NM,10.948,1.039334789,1.9
Seasonal frozen ground,Wetland,Wetland,NM,71.4618,1.854073951,1.9
Seasonal frozen ground,Wetland,Wetland,NM,59.1741,1.772131661,1.9
Seasonal frozen ground,Wetland,Wetland,NM,54.0681,1.732941108,1.9
Seasonal frozen ground,Wetland,Wetland,AM,17.9376,1.253764335,1.9
Seasonal frozen ground,Forest,Upland,EcM,44.69598816,1.650268543,3.6
Seasonal frozen ground,Forest,Upland,EcM,24.2424,1.384575613,3.6
Seasonal frozen ground,Forest,Upland,EcM,14.8296,1.171129437,3.6
Seasonal frozen ground,Forest,Upland,EcM,12.19518816,1.086188505,3.6
Seasonal frozen ground,Forest,Upland,EcM,6.0384,0.780921878,3.6
Seasonal frozen ground,Forest,Upland,EcM,3.61121184,0.557652966,3.6
Seasonal frozen ground,Forest,Upland,EcM,2.27921184,0.357784692,3.6
Seasonal frozen ground,Forest,Upland,EcM,40.5816,1.608329166,3.6
Seasonal frozen ground,Forest,Upland,EcM,25.01201184,1.398148626,3.6
Seasonal frozen ground,Forest,Upland,EcM,20.6016,1.313900951,3.6
Seasonal frozen ground,Forest,Upland,EcM,16.13201184,1.207688532,3.6
Seasonal frozen ground,Forest,Upland,EcM,13.70478816,1.136872327,3.6
Seasonal frozen ground,Forest,Upland,EcM,9.73841184,0.988488137,3.6
Seasonal frozen ground,Forest,Upland,EcM,10.09361184,1.004046599,3.6
Seasonal frozen ground,Forest,Upland,EcM,14.94798816,1.174582745,4.2
Seasonal frozen ground,Forest,Upland,EcM,10.27121184,1.011621686,4.2
Seasonal frozen ground,Forest,Upland,EcM,14.7408,1.168521054,4.2
Seasonal frozen ground,Forest,Upland,EcM,10.95198816,1.039492966,4.2
Seasonal frozen ground,Forest,Upland,EcM,13.82321184,1.140608964,4.2
Seasonal frozen ground,Forest,Upland,EcM,10.89281184,1.037140002,4.2
Seasonal frozen ground,Forest,Upland,EcM,60.23598816,1.779856039,3.6
Seasonal frozen ground,Forest,Upland,EcM,37.53281184,1.574411102,3.6
Seasonal frozen ground,Forest,Upland,EcM,22.34801184,1.349238893,3.6
Seasonal frozen ground,Forest,Upland,EcM,14.41518816,1.158820316,3.6
Seasonal frozen ground,Forest,Upland,EcM,4.32161184,0.635645757,3.6
Seasonal frozen ground,Forest,Upland,EcM,2.24958816,0.352103018,3.6
Seasonal frozen ground,Forest,Upland,EcM,1.4208,0.152532948,3.6
