FT,ET,MT,stock,pH,MBC,MAT,MAP,NDSI,NDVI
Seasonal,Grassland,EM,0.96188,5.79,0.03770403,7.7,474,2.72014,0.350359
Seasonal,Grassland,AM,0.992,6.9000001,0.03770403,7.7,474,2.72014,0.350359
Seasonal,Grassland,EM,0.83,6.21,0.03770403,7.7,474,2.72014,0.350359
Seasonal,Grassland,EM,0.904,5.9,0.03770403,7.7,474,2.72014,0.350359
Seasonal,Grassland,EM,0.624,6.21,0.03770403,7.7,474,2.72014,0.350359
Seasonal,Grassland,EM,0.814,5.71,0.03770403,7.7,474,2.72014,0.350359
Seasonal,Grassland,EM,0.808,6.33,0.03770403,7.7,474,2.72014,0.350359
Seasonal,Grassland,EM,0.804,6.23,0.03770403,7.7,474,2.72014,0.350359
Seasonal,Grassland,AM,8.4854,8.7,0.088898963,5,564,16.4754009,0.30989
Seasonal,Wetland,AM,10.18272,6,0.077058043,3.1,750,20.3871002,0.30989
Seasonal,Wetland,AM,9.52896,6,0.101202392,3.1,750,20.3871002,0.30989
Seasonal,Wetland,AM,10.17364,6,0.08496966,3.1,750,20.3871002,0.31882
Seasonal,Grassland,AM,3.676,8.35,0.104425565,5.5,375,7.40659,0.31882
Seasonal,Grassland,AM,3.24,8.91,0.101584053,5.5,375,7.40659,0.31882
Seasonal,Grassland,AM,2.766,9.27,0.107267077,5.5,375,7.40659,0.31882
Seasonal,Grassland,AM,8.00128,7.4000001,0.093788143,4.9,470,7.9904299,0.31882
Seasonal,Grassland,AM,8.25664,7.4000001,0.093788143,4.9,470,7.9904299,0.31882
Seasonal,Grassland,AM,7.74592,7.4000001,0.093788143,4.9,470,7.9904299,0.31882
Seasonal,Grassland,AM,9.34458,7.4000001,0.093788143,4.9,470,7.9904299,0.31882
Seasonal,Grassland,AM,7.74592,7.4000001,0.093788143,4.9,470,7.9904299,0.31882
Seasonal,Grassland,AM,8.25664,7.4000001,0.093788143,4.9,470,7.9904299,0.304837
Seasonal,Grassland,AM,9.08922,7.4000001,0.093788143,4.9,470,7.9904299,0.304837
Seasonal,Grassland,AM,6.1446,7.4000001,0.093788143,4.9,470,7.9904299,0.304837
Seasonal,Grassland,AM,6.39996,7.4000001,0.093788143,4.9,470,7.9904299,0.304837
Seasonal,Grassland,AM,5.63388,7.4000001,0.093788143,4.9,470,7.9904299,0.304837
Seasonal,Grassland,AM,5.63388,7.4000001,0.093788143,4.9,470,7.9904299,0.304837
Seasonal,Grassland,AM,5.8254,7.4000001,0.093788143,4.9,470,7.9904299,0.304837
Seasonal,Grassland,AM,5.57004,7.4000001,0.093788143,4.9,470,7.9904299,0.304837
Seasonal,Grassland,AM,6.33612,7.4000001,0.093788143,4.9,470,7.9904299,0.304837
Seasonal,Wetland,NM,19.76,6.6999998,0.067322474,3,560,21.0009003,0.304837
Seasonal,Wetland,EM,14.342,6.6999998,0.062893364,3,560,21.0009003,0.304837
Seasonal,Wetland,EM,17.136,6.6999998,0.063779186,3,560,21.0009003,0.304837
Seasonal,Wetland,EM,19.296,6.6999998,0.059350075,3,560,21.0009003,0.304837
Seasonal,Wetland,NM,19.304,6.6999998,0.067322474,3,560,21.0009003,0.304837
Seasonal,Wetland,EM,14.55,6.6999998,0.066436652,3,560,21.0009003,0.356784
Seasonal,Wetland,EM,17.4,6.6999998,0.066436652,3,560,21.0009003,0.356784
Seasonal,Wetland,EM,18.626,6.6999998,0.059350075,3,560,21.0009003,0.356784
Seasonal,Grassland,NM,13.2867,6.6999998,0.087376756,4.3,566.4,21.6867008,0.356784
Seasonal,Grassland,NM,16.98744,6.6999998,0.087376756,4.7,381.9,21.6867008,0.356784
Seasonal,Grassland,NM,20.51724,6.6999998,0.087376756,4.2,488.6,21.6867008,0.356784
Seasonal,Grassland,NM,13.2867,6.6999998,0.087376756,4.3,566.4,21.6867008,0.356784
Seasonal,Grassland,NM,16.98744,6.6999998,0.087376756,4.7,381.9,21.6867008,0.356784
Seasonal,Grassland,NM,20.51724,6.6999998,0.087376756,4.2,488.6,21.6867008,0.356784
Seasonal,Grassland,NM,13.2867,6.6999998,0.087376756,4.3,566.4,21.6867008,0.356784
Seasonal,Grassland,NM,16.98522,6.6999998,0.087376756,4.7,381.9,21.6867008,0.356784
Seasonal,Grassland,NM,20.51724,6.6999998,0.087376756,4.2,488.6,21.6867008,0.356784
Seasonal,Grassland,NM,6.82872,6.6999998,0.087376756,4.3,566.4,21.6867008,0.356784
Seasonal,Grassland,NM,9.23076,6.6999998,0.087376756,4.7,381.9,21.6867008,0.356784
Seasonal,Grassland,NM,14.92284,6.6999998,0.087376756,4.2,488.6,21.6867008,0.356784
Seasonal,Grassland,NM,7.0818,6.6999998,0.087376756,4.3,566.4,21.6867008,0.356784
Seasonal,Grassland,NM,9.73692,6.6999998,0.087376756,4.7,381.9,21.6867008,0.356784
Seasonal,Grassland,NM,15.67986,6.6999998,0.087376756,4.2,488.6,21.6867008,0.356784
Seasonal,Grassland,NM,7.20834,6.6999998,0.087376756,4.3,566.4,21.6867008,0.356784
Seasonal,Grassland,NM,9.73692,6.6999998,0.087376756,4.7,381.9,21.6867008,0.356784
Seasonal,Grassland,NM,15.67986,6.6999998,0.087376756,4.2,488.6,21.6867008,0.356784
Seasonal,Wetland,AM,89.37104,6,0.067154354,3.1,750,13.9463997,0.310669
Seasonal,Wetland,AM,89.37104,6,0.067154354,3.1,750,13.9463997,0.310669
Seasonal,Wetland,AM,101.02896,6,0.067154354,3.1,750,13.9463997,0.310669
Seasonal,Wetland,AM,97.53104,6,0.067154354,3.1,750,13.9463997,0.244314
Seasonal,Forest,AM,11.31768086,7.0999999,0.069495363,1.3,502.5,23.7579002,0.244046
Seasonal,Forest,AM,7.956960603,7.0999999,0.069495363,1.3,502.5,23.7579002,0.244046
Seasonal,Forest,EM,9.126480691,7.0999999,0.069495363,1.3,502.5,23.7579002,0.244046
Seasonal,Forest,EM,7.320720555,7.0999999,0.069495363,1.3,502.5,23.7579002,0.244046
Seasonal,Forest,EM,4.8412,7.11,0.0734966,7.2,530.5,8.9221601,0.244046
Seasonal,Grassland,AM,3.49272,8.42,0.045968148,5.5,450,6.0672302,0.244046
Seasonal,Grassland,AM,1.9376,9.23,0.102771758,4.9,364,7.3221402,0.244046
Seasonal,Grassland,AM,1.9592,9.48,0.11598527,4.9,364,7.3221402,0.244046
Seasonal,Grassland,AM,2.19696,9.14,0.10130359,4.9,364,7.3221402,0.244046
Seasonal,Grassland,AM,1.88892,9.51,0.116719354,4.9,364,7.3221402,0.32083
Seasonal,Grassland,AM,2.5893,8.91,0.100569506,4.9,364,7.3221402,0.330667
Seasonal,Grassland,AM,1.7632,9.48,0.117453438,4.9,364,7.3221402,0.330667
Seasonal,Grassland,AM,1.74,10.24,0.106442178,4.9,364,7.3221402,0.379765
Seasonal,Grassland,AM,1.83864,10.34,0.119655689,4.9,364,7.3221402,0.379765
Seasonal,Grassland,AM,1.96768,9.99,0.10497401,4.9,364,7.3221402,0.298315
Seasonal,Grassland,AM,1.64328,10.32,0.120389773,4.9,364,7.3221402,0.298315
Seasonal,Grassland,AM,2.13192,9.49,0.103505842,4.9,364,7.3221402,0.298315
Seasonal,Grassland,AM,1.42352,10.38,0.120389773,4.9,364,7.3221402,0.298315
Seasonal,Grassland,AM,6.2014,6.1999998,0.050854915,1.5,550,21.6527996,0.188192
Seasonal,Grassland,AM,12.27030162,5.4,0.035649461,0.4,550,24.5580006,0.188192
Seasonal,Forest,EM,7.969837587,5.7,0.047442801,0.4,550,20.7413998,0.188192
Permafrost,Grassland,AM,7.803238979,6.1999998,0.062590306,0,461,25.6452999,0.265342
Permafrost,Forest,EM,7.810588167,6.1999998,0.067537127,0,461,25.6452999,0.265342
Permafrost,Forest,EM,10.52388863,6.1999998,0.037075123,0,461,25.6452999,0.31882
Permafrost,Forest,EM,6.084301624,6.1999998,0.029785071,0,461,25.6452999,0.31882
Seasonal,Grassland,AM,2.436,10.2,0.07693,4,413.7,7.35535,0.31882
Seasonal,Grassland,AM,3.332,9.7,0.07693,4,413.7,7.35535,0.31882
Seasonal,Grassland,AM,2.856,9.9,0.07693,4,413.7,7.35535,0.31882
Seasonal,Grassland,AM,4.256,9.4,0.07693,4,413.7,7.35535,0.31882
Seasonal,Grassland,AM,4.914,8.4,0.071435,4,413.7,7.35535,0.31882
Seasonal,Grassland,AM,2.0615,9.51,0.1061872,4.9,445,7.9904299,0.188192
Seasonal,Grassland,AM,2.41794,9.4,0.1044582,4.9,445,7.9904299,0.188192
Seasonal,Grassland,AM,2.31952,9.33,0.096292,4.9,445,7.9904299,0.188192
Seasonal,Grassland,AM,1.75826,9.48,0.1039528,4.9,445,7.9904299,0.188192
Seasonal,Grassland,AM,2.88876,9.43,0.1039528,4.9,445,7.9904299,0.188192
Seasonal,Grassland,AM,2.34612,9.43,0.1264564,4.9,445,7.9904299,0.370808
Seasonal,Grassland,AM,2.34612,9.43,0.1039528,4.9,445,7.9904299,0.370808
Seasonal,Grassland,AM,2.6334,9.43,0.0863968,4.9,445,7.9904299,0.370808
Seasonal,Grassland,AM,3.6442,7.5999999,0.0730835,4,413.7,7.35535,0.370996
Seasonal,Grassland,AM,3.0856,7.5999999,0.0730835,4,413.7,7.35535,0.370996
Seasonal,Grassland,AM,2.5536,7.5999999,0.0730835,4,413.7,7.35535,0.370996
Seasonal,Forest,EM,13.72488399,4.92,0.066773709,4.5,560,21.9676991,0.188192
Seasonal,Forest,EM,12.31298144,5.03,0.066773709,4.5,560,21.9676991,0.188192
Seasonal,Forest,EM,10.90458237,5.12,0.066773709,4.5,560,21.9676991,0.304837
Permafrost,Wetland,ER,51.51288,6.6999998,0.086668135,-2.2,522,12.1014004,0.304837
Permafrost,Wetland,ER,53.36214,6.6999998,0.086668135,-2.2,522,12.1014004,0.304837
Permafrost,Wetland,ER,42.33096,6.6999998,0.086668135,-2.2,522,12.1014004,0.304837
Seasonal,Grassland,AM,3.1654,9.7,0.0730835,4,413.7,7.35535,0.298225
Seasonal,Grassland,AM,2.7132,9.9,0.0730835,4,413.7,7.35535,0.237852
Seasonal,Grassland,AM,4.0432,9.4,0.0730835,4,413.7,7.35535,0.241662
Seasonal,Grassland,AM,5.0274,9.4,0.0730835,4,413.7,7.35535,0.305627
Seasonal,Wetland,AM,12.77696,4.95,0.049606033,2.5,566,21.0009003,0.241617
Seasonal,Wetland,NM,14.8112529,5.37,0.080609804,1.9,583,21.0009003,0.274681
Seasonal,Wetland,AM,25.23665893,5.93,0.064665008,1.9,583,21.0009003,0.273992
Seasonal,Wetland,AM,33.88259861,5.36,0.050491855,1.9,583,21.0009003,0.25031
Seasonal,Wetland,AM,21.84048724,6.37,0.031003771,1.9,583,21.0009003,0.287042
Seasonal,Grassland,AM,4.309976798,8.6,0.019979711,4,420,9.4251204,0.317489
Seasonal,Grassland,AM,3.284686775,9,0.024350273,4,420,9.4251204,0.317489
Seasonal,Grassland,AM,4.339675174,8.3,0.023309663,4,420,9.4251204,0.333588
Seasonal,Grassland,AM,3.734338747,8.7,0.023101541,4,420,9.4251204,0.333588
Seasonal,Grassland,AM,3.452088167,9.3,0.022685297,4,420,9.4251204,0.333588
Seasonal,Grassland,AM,3.531786543,9.8,0.024558395,4,420,9.4251204,0.333588
Seasonal,Grassland,AM,2.481438515,8.3,0.019355345,4,420,9.4251204,0.333588
Seasonal,Grassland,AM,3.293039443,8.6,0.023725907,4,420,9.4251204,0.333588
Seasonal,Grassland,AM,3.859512761,9.3,0.060660613,4.2,475,16.7315006,0.333588
Seasonal,Grassland,AM,3.845359629,9.1,0.074795125,4.2,475,16.7315006,0.333588
Seasonal,Grassland,AM,3.279582367,9.6,0.066549993,4.2,475,16.7315006,0.296508
Seasonal,Grassland,AM,4.707540603,8.8,0.064783179,4.2,475,16.7315006,0.296508
Seasonal,Grassland,AM,2.592459397,9.8,0.070083621,4.2,475,16.7315006,0.296508
Seasonal,Grassland,AM,3.539211137,9,0.068905745,4.2,475,16.7315006,0.296508
Seasonal,Grassland,AM,3.216241299,9.9,0.068316807,4.2,475,16.7315006,0.296508
Seasonal,Grassland,AM,1.447795824,10.2,0.079834352,4,417.2,12.4636002,0.296508
Seasonal,Grassland,AM,1.588051044,10.5,0.089813646,4,417.2,12.4636002,0.296508
Seasonal,Grassland,AM,1.254640371,10.2,0.08060199,4,417.2,12.4636002,0.31435
Seasonal,Grassland,AM,1.227146172,10.4,0.099025302,4,417.2,12.4636002,0.31435
Seasonal,Grassland,AM,1.63712297,10.1,0.073693248,4,417.2,12.4636002,0.31435
Seasonal,Grassland,AM,1.351276102,10.4,0.085975456,4,417.2,12.4636002,0.31435
Seasonal,Grassland,AM,2.367285383,9.9,0.087510732,4,417.2,12.4636002,0.315282
Seasonal,Grassland,AM,1.86774942,10.3,0.10746932,4,417.2,12.4636002,0.315282
Seasonal,Wetland,AM,0.27324,7.88,0.032023269,4.6,420.6,9.7454796,0.315282
Seasonal,Wetland,AM,0.207,7.88,0.032023269,4.6,420.6,9.7454796,0.31435
Seasonal,Grassland,AM,3.43944,8.98,0.104805,4.6,420.6,8.6297798,0.31435
Seasonal,Grassland,AM,3.09366,8.98,0.104805,4.6,420.6,8.6297798,0.301521
Seasonal,Wetland,AM,1.656,7.52,0.083444,4.5,415.4,9.7454796,0.301521
Seasonal,Wetland,AM,0.83628,7.05,0.068816,4.5,415.4,9.7454796,0.301521
Seasonal,Grassland,AM,1.27836,8.57,0.123183338,4,428,17.3120995,0.301521
Seasonal,Forest,EM,1.0676,7.35,0.121633862,4,428,17.3120995,0.301521
Seasonal,Forest,EM,2.5575,7.26,0.120084386,4,428,17.3120995,0.270141
Seasonal,Forest,AM,2.14506,7.87,0.11853491,4,428,17.3120995,0.270141
Seasonal,Forest,EM,1.71444,6.76,0.121633862,4,428,17.3120995,0.298022
Seasonal,Grassland,AM,2.436,10.2,0.1014384,4.3,410,12.4492998,0.368896
Seasonal,Grassland,AM,3.332,9.7,0.1014384,4.3,410,12.4492998,0.304837
Seasonal,Grassland,AM,2.856,9.9,0.1014384,4.3,410,12.4492998,0.304837
Seasonal,Grassland,AM,4.256,9.4,0.1014384,4.3,410,12.4492998,0.400008
Seasonal,Grassland,AM,4.914,8.4,0.0941928,4.3,410,12.4492998,0.400008
Seasonal,Forest,EM,9.07456,4.84,0.036691424,2.2,600,24.1355991,0.400008
Seasonal,Wetland,NM,14.5248,4.41,0.067257711,1.9,585,14.2486,0.304837
Seasonal,Wetland,NM,8.246774942,5.45,0.067257711,2.3,454,14.7769003,0.304837
Seasonal,Forest,EM,5.365846868,5.85,0.067257711,2.3,454,14.7769003,0.304837
Seasonal,Wetland,NM,11.09388,5.52,0.263858,2.5,558,21.0009003,0.376252
Seasonal,Wetland,NM,11.67782,5.64,0.291522,2.5,558,21.0009003,0.304837
Seasonal,Wetland,NM,10.60272,5.64,0.100136431,1.9,600,14.8360996,0.304837
Seasonal,Wetland,NM,8.10744,5.83,0.100136431,1.9,600,14.8360996,0.378729
Seasonal,Wetland,NM,9.00048,6,0.067257711,1.9,585,14.2486,0.378729
Seasonal,Wetland,NM,2.89044,6.6999998,0.09396372,11,600,21.0009003,0.378729
Seasonal,Grassland,NM,2.27772,6.6999998,0.0890775,11,600,21.0009003,0.378729
Seasonal,Forest,EM,1.46076,6.6999998,0.07909638,11,600,21.0009003,0.378729
Seasonal,Wetland,AM,13.97264,5.4,0.50658368,1.9,585,14.9361,0.378729
Seasonal,Wetland,AM,21.23208,5.49,0.583416,2.5,575,21.0009003,0.378729
Seasonal,Wetland,AM,14.41224,5.73,0.482184,2.5,575,21.0009003,0.378729
Seasonal,Wetland,NM,17.2992,6,0.605744,1.7,600,14.2486,0.378729
Seasonal,Wetland,NM,6.9088,6,0.405008,1.7,600,14.2486,0.378729
Seasonal,Wetland,NM,17,6,0.740656,1.7,600,14.2486,0.378729
Seasonal,Wetland,NM,4.7872,6,0.154224,1.7,600,14.2486,0.378729
Seasonal,Wetland,AM,6.7456,6,0.111792,1.7,600,14.2486,0.378729
Seasonal,Wetland,AM,4.08,6,0.09248,1.7,600,14.2486,0.378729
Seasonal,Wetland,AM,4.6512,6,0.111792,1.7,600,14.2486,0.378729
Seasonal,Wetland,AM,3.2368,6,0.038624,1.7,600,14.2486,0.378729
Seasonal,Wetland,NM,17.29104,5.23,0.605744,1.7,600,14.2486,0.378729
Seasonal,Wetland,NM,6.91424,5.45,0.405008,1.7,600,14.2486,0.378729
Seasonal,Wetland,NM,17.00544,5.32,0.740656,1.7,600,14.2486,0.337865
Seasonal,Wetland,NM,4.77904,5.58,0.154224,1.7,600,14.2486,0.337865
Seasonal,Wetland,AM,6.75648,5.6,0.111792,1.7,600,14.2486,0.337865
Seasonal,Wetland,AM,4.07456,5.72,0.09248,1.7,600,14.2486,0.337865
Seasonal,Wetland,AM,4.6512,5.6,0.111792,1.7,600,14.2486,0.337865
Seasonal,Wetland,AM,3.24768,5.48,0.038624,1.7,600,14.2486,0.337865
Seasonal,Wetland,AM,3.72036,6.37,0.004329768,1.9,550,9.3055,0.337865
Seasonal,Wetland,AM,5.388,6.38,0.00721628,1.9,550,9.3055,0.337865
Seasonal,Wetland,AM,8.93368,6.39,0.010102792,1.9,550,9.3055,0.337865
Seasonal,Wetland,AM,7.8804,6.6,0.015875816,1.9,550,9.3055,0.337865
Seasonal,Wetland,AM,4.74984,6.46,0.004329768,1.9,550,9.3055,0.337865
Seasonal,Wetland,AM,6.4776,6.54,0.005773024,1.9,550,9.3055,0.337865
Seasonal,Wetland,AM,7.42284,6.62,0.006494652,1.9,550,9.3055,0.337865
Seasonal,Wetland,AM,8.097,6.51,0.00721628,1.9,550,9.3055,0.337865
Seasonal,Wetland,NM,9.0465,6.6999998,0.077414289,2,570,17.3008995,0.370587
Seasonal,Wetland,NM,8.48262,6.6999998,0.077414289,2,570,17.3008995,0.370587
Seasonal,Wetland,NM,6.86868,6.6999998,0.077414289,2,570,17.3008995,0.370587
Seasonal,Wetland,AM,9.75246,6.6999998,0.077562361,2,570,16.9839993,0.304837
Seasonal,Wetland,AM,6.88422,6.6999998,0.077562361,2,570,16.9839993,0.304837
Seasonal,Wetland,AM,5.13042,6.6999998,0.077562361,2,570,16.9839993,0.304471
Seasonal,Wetland,AM,10.23864,6.6999998,0.077562361,2,570,16.9839993,0.304471
Seasonal,Wetland,AM,10.80252,6.6999998,0.077562361,2,570,16.9839993,0.304471
Seasonal,Wetland,AM,9.14196,6.6999998,0.077562361,2,570,16.9839993,0.304471
Seasonal,Wetland,NM,9.79908,6.6999998,0.078211485,2,570,11.6364002,0.304471
Seasonal,Wetland,NM,7.16616,6.6999998,0.078211485,2,570,11.6364002,0.304471
Seasonal,Wetland,NM,5.08158,6.6999998,0.078211485,2,570,11.6364002,0.304471
Seasonal,Wetland,NM,9.546,6.6999998,0.098326244,1.9,570,21.0009003,0.304471
Seasonal,Wetland,NM,6.1272,6.6999998,0.098326244,1.9,570,21.0009003,0.304471
Seasonal,Wetland,NM,11.94108,6.1999998,0.526386,2,600,22.4302006,0.304471
Seasonal,Wetland,NM,11.66022,6.1999998,0.38807,2,600,22.4302006,0.304837
Seasonal,Wetland,NM,13.28498,6.1999998,0.438202,2,600,22.4302006,0.304837
Seasonal,Wetland,NM,15.35972,6.1999998,0.713022,2,600,22.4302006,0.304837
Seasonal,Wetland,NM,12.78064,6.1999998,0.343978,2,600,22.4302006,0.304837
Seasonal,Wetland,NM,17.20796,6.1999998,0.601886,2,600,22.4302006,0.304837
Seasonal,Wetland,NM,4.37296,6.1999998,0.098452,2,600,22.4302006,0.304837
Seasonal,Wetland,NM,9.47374,6.1999998,0.549338,2,600,22.4302006,0.304837
Seasonal,Wetland,NM,13.39672,6.1999998,0.341864,2,600,22.4302006,0.304837
Seasonal,Wetland,NM,13.00412,6.1999998,0.507662,2,600,22.4302006,0.304837
Seasonal,Wetland,NM,13.52868,6.6999998,0.46509,1.9,575,21.0009003,0.297425
Seasonal,Wetland,NM,8.76012,6.6999998,0.23421,1.9,575,21.0009003,0.297425
Seasonal,Wetland,NM,14.34198,6.1999998,0.34277,1.9,575,23.6172009,0.304837
Seasonal,Wetland,NM,7.93354,6.1999998,0.162174,1.9,575,23.6172009,0.304837
Seasonal,Wetland,AM,59.6958,5.8,0.098326244,1.9,575,21.0009003,0.304837
Seasonal,Wetland,NM,23.4432,5.7,0.098326244,1.9,575,21.0009003,0.304837
Seasonal,Wetland,NM,20.59272,5.68,0.63344,1.9,575,26.0391998,0.304837
Seasonal,Wetland,NM,18.53256,5.59,0.576608,1.9,575,22.4941006,0.306186
Seasonal,Wetland,NM,22.83422,5.43,0.701848,1.9,575,23.2588005,0.306186
Seasonal,Wetland,NM,12.1101,5.71,0.382284,1.9,575,21.0009003,0.306186
Seasonal,Wetland,NM,10.48506,5.89,0.241314,1.9,575,21.0009003,0.306186
Seasonal,Wetland,NM,10.101,5.53,0.098326244,1.9,575,21.0009003,0.306186
Seasonal,Wetland,NM,10.17204,5.73,0.098326244,1.9,575,21.0009003,0.306186
Seasonal,Wetland,NM,10.03662,5.76,0.098326244,1.9,575,21.0009003,0.306186
Seasonal,Wetland,NM,10.14762,5.78,0.098326244,1.9,575,21.0009003,0.306186
Seasonal,Wetland,NM,10.22532,5.6,0.098326244,1.9,575,21.0009003,0.306186
Seasonal,Wetland,NM,9.54924,6.1999998,0.21895,1.9,575,21.4880009,0.306186
Seasonal,Wetland,NM,8.87276,6.1999998,0.199924,1.9,575,21.4880009,0.306186
Seasonal,Wetland,NM,9.2412,6.1999998,0.318912,1.9,575,21.4880009,0.306186
Seasonal,Wetland,NM,8.29292,6.1999998,0.236466,1.9,575,21.4880009,0.306186
Seasonal,Wetland,NM,9.70326,6.1999998,0.160966,1.9,575,21.4880009,0.306186
Seasonal,Wetland,NM,8.39258,6.1999998,0.135598,1.9,575,21.4880009,0.306186
Seasonal,Wetland,NM,9.44052,6.1999998,0.154926,1.9,575,21.4880009,0.306186
Seasonal,Wetland,NM,8.49224,6.1999998,0.13741,1.9,575,21.4880009,0.306186
Seasonal,Wetland,NM,10.03848,6.1999998,0.438504,1.9,575,21.4880009,0.306186
Seasonal,Wetland,NM,9.44958,6.1999998,0.307134,1.9,575,21.4880009,0.306186
Seasonal,Wetland,NM,28.94066,6.1999998,0.763154,1.9,575,21.4880009,0.306186
Seasonal,Wetland,NM,14.99128,6.1999998,0.69762,1.9,575,21.4880009,0.306186
Seasonal,Wetland,NM,28.15848,6.1999998,0.793656,1.9,575,21.4880009,0.306186
Seasonal,Wetland,NM,16.42578,6.1999998,0.689164,1.9,575,21.4880009,0.306186
Seasonal,Wetland,NM,27.3763,6.1999998,0.593128,1.9,575,21.4880009,0.306186
Seasonal,Wetland,NM,16.42578,6.1999998,0.444846,1.9,575,21.4880009,0.306186
Seasonal,Wetland,NM,28.67792,6.1999998,0.627858,1.9,575,21.4880009,0.304837
Seasonal,Wetland,NM,15.12114,6.1999998,0.593128,1.9,575,21.4880009,0.304837
Seasonal,Wetland,NM,28.94066,6.1999998,1.164512,1.9,575,21.4880009,0.304837
Seasonal,Wetland,NM,16.03318,6.1999998,0.946468,1.9,575,21.4880009,0.304837
Seasonal,Wetland,NM,10.6944,6.6999998,0.042519457,1.9,600,21.0009003,0.304837
Seasonal,Wetland,NM,7.48764,6.6999998,0.047834389,1.9,600,21.0009003,0.304837
Seasonal,Wetland,NM,7.45092,6.6999998,0.047834389,1.9,600,21.0009003,0.304837
Seasonal,Wetland,NM,5.22174,6.6999998,0.077066516,1.9,600,21.0009003,0.304837
Seasonal,Forest,EM,6.5533,6.6999998,0.057578431,1.9,600,21.0009003,0.304837
Seasonal,Forest,EM,3.9984,6.6999998,0.070865762,1.9,600,21.0009003,0.304837
Seasonal,Wetland,AM,28.9377,5.86,0.45066,1.9,575,21.0009003,0.350481
Seasonal,Wetland,NM,10.14096,5.73,0.383394,1.9,575,21.0009003,0.350481
Seasonal,Wetland,EM,9.88344,5.13,0.229992,1.9,575,21.0009003,0.350481
Seasonal,Wetland,NM,10.2786,5.43,0.354312,1.9,575,21.0009003,0.350481
Seasonal,Wetland,NM,8.46708,5.64,0.295704,1.9,575,21.0009003,0.350481
Seasonal,Wetland,NM,21.1011,6.6999998,0.098326244,1.9,600,21.0009003,0.304244
Seasonal,Grassland,NM,9.7902,6.6999998,0.098326244,1.9,600,21.0009003,0.304244
Seasonal,Forest,EM,5.8275,6.6999998,0.098326244,1.9,600,21.0009003,0.304244
Seasonal,Wetland,NM,15.5228,5.15,0.060672706,1.9,600,19.7402992,0.304244
Seasonal,Wetland,NM,4.4545,4.65,0.060672706,1.9,600,19.7402992,0.304244
Seasonal,Forest,EM,17.91096,3.82,0.101203139,1.9,600,24.3953991,0.304837
Seasonal,Forest,EM,3.53202,3.88,0.101203139,1.9,600,24.3953991,0.304837
Seasonal,Wetland,EM,7.44864,6.6999998,0.042519457,1.9,575,21.0009003,0.304837
Seasonal,Wetland,EM,4.4083,6.6999998,0.057578431,1.9,575,21.0009003,0.304837
Seasonal,Wetland,NM,11.61,6.6999998,0.039861991,1.9,575,21.0009003,0.304837
Seasonal,Wetland,NM,8.47576,6.6999998,0.046948567,1.9,575,21.0009003,0.304837
Seasonal,Wetland,AM,7.9534,6.6999998,0.012401508,1.9,575,21.0009003,0.304837
Seasonal,Wetland,AM,10.86408,6.6999998,0.015944796,1.9,575,21.0009003,0.304837
Seasonal,Wetland,NM,10.948,5.7,0.3022844,1.9,575,21.0009003,0.24353
Seasonal,Wetland,NM,71.4618,6.6999998,0.098326244,1.9,575,21.0009003,0.510122
Seasonal,Wetland,NM,59.1741,6.6999998,0.098326244,1.9,575,21.0009003,0.510122
Seasonal,Wetland,NM,54.0681,6.6999998,0.098326244,1.9,575,21.0009003,0.510122
Seasonal,Wetland,AM,17.9376,6.6999998,0.098326244,1.9,600,21.0009003,0.510122
Seasonal,Forest,EM,44.69598816,5.9,0.093300387,3.6,595,4.9912901,0.510122
Seasonal,Forest,EM,24.2424,5.4,0.093300387,3.6,595,4.9912901,0.510122
Seasonal,Forest,EM,14.8296,5.3,0.093300387,3.6,595,4.9912901,0.510122
Seasonal,Forest,EM,12.19518816,5.4,0.093300387,3.6,595,4.9912901,0.510122
Seasonal,Forest,EM,6.0384,5.4,0.093300387,3.6,595,4.9912901,0.510122
Seasonal,Forest,EM,3.61121184,5.6,0.093300387,3.6,595,4.9912901,0.54591
Seasonal,Forest,EM,2.27921184,5.6,0.093300387,3.6,595,4.9912901,0.54591
Seasonal,Forest,EM,40.5816,5.1,0.093300387,3.6,595,4.9912901,0.54591
Seasonal,Forest,EM,25.01201184,5.1,0.093300387,3.6,595,4.9912901,0.54591
Seasonal,Forest,EM,20.6016,5.2,0.093300387,3.6,595,4.9912901,0.54591
Seasonal,Forest,EM,16.13201184,5.3,0.093300387,3.6,595,4.9912901,0.54591
Seasonal,Forest,EM,13.70478816,5.3,0.093300387,3.6,595,4.9912901,0.54591
Seasonal,Forest,EM,9.73841184,5.6,0.093300387,3.6,595,4.9912901,0.54591
Seasonal,Forest,EM,10.09361184,5.6,0.093300387,3.6,595,4.9912901,0.54591
Seasonal,Forest,EM,14.94798816,5.82,0.079061006,4.2,775,4.9774799,0.54591
Seasonal,Forest,EM,10.27121184,5.55,0.079061006,4.2,775,4.9774799,0.54591
Seasonal,Forest,EM,14.7408,6,0.079061006,4.2,775,4.9774799,0.54591
Seasonal,Forest,EM,10.95198816,6,0.079061006,4.2,775,4.9774799,0.286799
Seasonal,Forest,EM,13.82321184,6,0.079061006,4.2,775,4.9774799,0.286799
Seasonal,Forest,EM,10.89281184,6,0.079061006,4.2,775,4.9774799,0.286799
Seasonal,Forest,EM,60.23598816,5.7,0.093300387,3.6,595,4.9912901,0.291679
