lat,long,FT,ET,MT,log_stock,pH,MBC_g_kg,MBC,MBN,MAT,MAP,NDSI,TS,PS,MTW,MTC,MPW,MPC,bio_2,bio_7,bio_8,bio_9,bio_13,bio_14,bio_16,bio_17,NDVI,LAI,FPAR
45.52,125.31,Seasonally frozen ground,Grassland,AM,0.733651492,8.2,0.266015991,0.070760254,0.055244862,3.9,429,7.4878702,1502.359985,116.6259995,22.0667,-15.0166998,332,9,11.4666996,52,22.0667,-15.0166998,153,2,332,9,0.289395,1.682378855,0.51845815
47.22,124.93,Seasonally frozen ground,Grassland,AM,0.920738135,8.2,0.344937012,0.091753245,0.020785838,2.4,440,13.8786001,1558.089966,118.9110031,21.3999996,-17.1499996,313,6,11.8416996,53,21.3999996,-17.1499996,143,1,313,6,0.307143,2.250660793,0.571013216
47.74,128.9,Seasonally frozen ground,Forest,EcM,1.131027402,6.6,0.285931,0.07548579,0.015109267,0.4,566,11.1245003,1567.150024,105.125,19.3500004,-19.3833008,410,21,13.7417002,56.9000015,19.3500004,-19.3833008,159,6,410,21,0.230204,,
42.89,129.25,Seasonally frozen ground,Forest,EcM,0.652708399,5.6,0.272520996,0.073580669,0.022448617,5.2,502,4.5121598,1268.939941,95.2743988,20.0832996,-11.2666998,336,17,12.8249998,46.2999992,20.0832996,-11.2666998,126,4,336,17,0.314547,1.386784141,0.471806167
42.05,127.79,Seasonally frozen ground,Forest,,1.359100028,4.7,0.243304001,0.066178688,0.037656618,2,678,6.44315,1281.599976,98.0008011,16.6333008,-15.1000004,470,22,12.8000002,48,16.6333008,-15.1000004,183,5,470,22,0.541445,3.844933921,0.717577093
42.81,129.81,Seasonally frozen ground,Forest,,0.995176933,6,0.278342011,0.082389235,0.031694369,5.4,542,8.3305101,1218.880005,93.3965988,19.8833008,-10.1667004,333,16,11.6999998,44.0999985,19.8833008,-10.1667004,136,4,333,16,,1.887665198,0.512334802
43.77,123.71,Seasonally frozen ground,Grassland,,0.227284086,7.5,0.142546005,0.046184906,0.027162962,5.6,463,7.6163702,1395.76001,116.8710022,22.9167004,-11.5333004,331,8,12.0667,49.0999985,22.9167004,-11.5333004,147,2,331,8,0.338388,2.17753304,0.576784141
42.34,128.15,Seasonally frozen ground,Forest,,0.866417559,6,0.242362,0.065922464,0.036449019,3.6,594,3.61394,1258.900024,97.0746994,17.2833004,-13.8832998,427,21,12.3000002,46.7000008,17.2833004,-13.8832998,162,5,427,21,0.490884,4.2,0.767973568
43.06,128.82,Seasonally frozen ground,Forest,,0.511216254,5.7,0.321777008,0.095245994,0.011793918,3.6,594,7.57336,1287.400024,96.2998962,19.0167007,-12.7833004,363,19,12.1917,46.7000008,19.0167007,-12.7833004,134,5,363,19,0.396082,1.846255507,0.564052863
42.81,129.81,Seasonally frozen ground,Forest,,0.947404151,6.1,0.278342011,0.082389235,0.031694369,5.5,443.8,8.3305101,1218.880005,93.3965988,19.8833008,-10.1667004,333,16,11.6999998,44.0999985,19.8833008,-10.1667004,136,4,333,16,,1.887665198,0.512334802
42.3,127.08,Seasonally frozen ground,Forest,,1.077987228,5.5,0.322154999,0.09535788,0.053096621,4,760,10.6859999,1346.459961,96.1608963,20.1833,-13.3000002,473,30,12.5749998,49.7000008,20.1833,-13.3000002,189,8,473,30,0.355144,2.181497797,0.573920705
42.46,128.14,Seasonally frozen ground,Forest,EcM,1.302940311,5.3,0.328039002,0.097099544,0.033493693,3.6,595,5.9605398,1295.920044,95.2278976,17.9832993,-14.1332998,416,26,12.6583004,47.9000015,17.9832993,-14.1332998,158,7,416,26,0.41329,3.042731278,0.679779736
42.27,126.92,Seasonally frozen ground,Forest,,1.298082736,5.3,0.203647995,0.061501694,0.0334766,2.5,767,11.5958996,1343.290039,97.5966034,19.6499996,-13.75,493,30,12.7333002,49.9000015,19.6499996,-13.75,198,8,493,30,0.377559,2.460792952,0.635330396
42.91,126.11,Seasonally frozen ground,Forest,EcM,0.738545133,5.6,0.326946991,0.096776309,0.034416441,4.1,737,11.1855001,1419.48999,99.6502991,20.8500004,-14.4833002,466,26,12.5667,51.7000008,20.8500004,-14.4833002,196,7,466,26,0.324713,2.278414097,0.579559471
42.06,127.79,Seasonally frozen ground,Forest,EcM,1.103287691,4.6,0.245110001,0.06666992,0.037656618,1.5,1000,7.7747102,1281.829956,98.4794998,16.7166996,-15.0166998,469,22,12.7666998,48,16.7166996,-15.0166998,183,5,469,22,0.559276,3.844933921,0.718810573
42.77,126.3,Seasonally frozen ground,Forest,EcM,0.315400434,5,0.281062012,0.075886743,0.037730617,4.1,737,13.3978996,1439.660034,99.1029968,21.1333008,-14.7666998,466,26,12.6917,52.7999992,21.1333008,-14.7666998,193,7,466,26,0.307301,2.469162996,0.594845815
45.05,125.9,Seasonally frozen ground,Grassland,,1.231703698,5.2,0.296436005,0.087745057,0.034858334,3.8,423,14.2004004,1497.459961,112.3840027,21.8500004,-14.9833002,368,11,11.8583002,51.2999992,21.8500004,-14.9833002,166,3,368,11,0.328069,2.683259912,0.611674009
45.7,122.07,Seasonally frozen ground,Grassland,,0.520782835,7.8,0.308942993,0.082178836,0.031570176,4.9,377.9,2.68453,1365.609985,128.9579926,21.3167,-12.3000002,306,5,13.2333002,48.7999992,21.3167,-12.3000002,140,1,306,5,0.329326,1.36123348,0.472290749
45.58,122.09,Seasonally frozen ground,Grassland,,0.368875537,7.5,0.294438995,0.085387309,0.028957472,4.6,378,1.79821,1360.550049,127.552002,21.5499992,-11.8999996,309,5,13.2250004,48.5,21.5499992,-11.8999996,141,1,309,5,0.285716,1.418061674,0.460044053
41.42,124.8,Seasonally frozen ground,Forest,,0.452238394,6.4,0.333167999,0.098617728,0.032481305,4.8,790,5.2774501,1300.099976,100.4110031,20.4666996,-11.8832998,567,36,12.5166998,48.0999985,20.4666996,-11.8832998,234,10,567,36,0.433545,2.828193833,0.64660793
41.32,124.72,Seasonally frozen ground,Forest,,0.783757712,5.8,0.328216003,0.097151937,0.032481305,5,810,4.1897998,1279.119995,102.0910034,20.1333008,-11.6499996,579,34,12.125,47.0999985,20.1333008,-11.6499996,240,9,579,34,0.448471,3.092511013,0.65907489
40.81,123.32,Seasonally frozen ground,Forest,EcM,0.670917097,5.6,0.225597,0.066776712,0.040635809,7.2,810,2.9588201,1215.689941,105.0970001,21.5167007,-8.5,503,27,10.3249998,43.2000008,21.5167007,-8.5,213,7,503,27,0.433868,3.528634361,0.71722467
42.3,125.23,Seasonally frozen ground,Forest,EcM,0.717859636,5,0.221451004,0.060234673,0.042437254,4.9,800,9.9042597,1378.619995,99.5991974,21.1499996,-13.1667004,497,26,13.1750002,51.2999992,21.1499996,-13.1667004,202,7,497,26,0.272967,1.575330396,0.483964758
41.51,122.47,Seasonally frozen ground,Forest,AM,-0.095652281,7,0.279559998,0.074362959,0.021711753,8.2,610,0.957,1255.650024,105.3010025,23.1833,-7.75,381,15,10.8999996,44.0999985,23.1833,-7.75,164,4,381,15,0.332768,1.517621145,0.508237885
41.45,122.47,Seasonally frozen ground,Forest,EcM,-0.449927789,7.5,0.273881989,0.072852609,0.022494385,8.2,620,1.36589,1250.579956,106.4869995,23.1667004,-7.6500001,386,15,10.8500004,43.9000015,23.1667004,-7.6500001,166,4,386,15,0.361601,1.801762115,0.57123348
38.89,121.68,Seasonally frozen ground,Forest,EcM,0.573210943,6.4,,,,10.3,650,2.0491099,998.6140137,99.3197021,22.6166992,-1.7,376,27,6.5583301,33.2999992,22.4832993,-1.7,164,8,385,27,0.540936,1.807017544,0.481929825
41.21,119.57,Seasonally frozen ground,Grassland,AM,0.914722239,7.9,0.166744003,0.050690177,0.015444035,8.2,490,0.836051,1191.51001,120.7480011,22,-7.3166699,347,7,12.7666998,44,22,-7.3166699,155,2,347,7,0.36221,1.366519824,0.500396476
40.18,123.53,Seasonally frozen ground,Wetland,AM,0.438947787,6.2,0.251326996,0.062329095,0.041983064,7.7,900,0.905568,1160.780029,103.3529968,22.6000004,-6.0166702,527,34,10.1332998,41.5,22.6000004,-6.0166702,231,11,527,34,0.472505,2,0.594140969
42.17,124.11,Seasonally frozen ground,Forest,,0.497205539,6.4,0.338777008,0.100277994,0.036295045,6.5,790,7.1441002,1321.25,102.598999,22.4500008,-10.3167,443,19,12.0166998,48,22.4500008,-10.3167,182,5,443,19,0.330155,1.830837004,0.537004405
40.78,122.1,Seasonally frozen ground,Wetland,AM,0.362909114,8.5,0.138302002,0.039277769,0.020438051,9,670,5.0243902,1196.849976,108.0790024,23.1833,-6.3000002,392,18,9.0749998,41.2999992,23.1833,-6.3000002,171,6,392,18,0.266598,1.430837004,0.484361233
42.3,125.23,Seasonally frozen ground,Forest,EcM,0.719169726,6,0.221451004,0.060234673,0.042437254,4.8,810,9.9042597,1378.619995,99.5991974,21.1499996,-13.1667004,497,26,13.1750002,51.2999992,21.1499996,-13.1667004,202,7,497,26,0.272967,1.575330396,0.483964758
41.76,120.78,Seasonally frozen ground,Grassland,AM,0.589978094,7.8,0.204781006,0.056519558,0.025727537,8.2,505,0.717643,1261.890015,119.5169983,23.2667007,-7.78333,333,7,12.5916996,45.5999985,23.2667007,-7.78333,151,2,333,7,0.325201,1.45154185,0.516211454
41.21,123.11,Seasonally frozen ground,Forest,AM,0.380882485,6.8,0.358013001,0.105971848,0.028451801,8.4,740,3.4782701,1247.699951,104.6750031,23.2667007,-7.5500002,437,20,10.6416998,44.0999985,23.2667007,-7.5500002,184,5,437,20,0.340262,1.175330396,0.448105727
41.28,121.64,Seasonally frozen ground,Wetland,AM,0.335124995,7.7,0.331910004,0.098245361,0.035165765,8.3,630,0.980552,1237.359985,110.822998,23.4167004,-7.0999999,367,10,10.9083004,43.2999992,23.4167004,-7.0999999,162,3,367,10,0.312287,1.578854626,0.509030837
42.01,119.83,Seasonally frozen ground,Grassland,,0.350432414,8.4,0.130169998,0.036707939,0.031676597,6,420,3.56532,1250.290039,116.4860001,20.9666996,-9.7333298,312,8,12.9417,45.5,20.9666996,-9.7333298,140,2,312,8,0.334419,1.527312775,0.515462555
42.72,122.69,Seasonally frozen ground,Forest,EcM,-0.044751014,7.2,0.137046997,0.044403227,0.031629013,6.5,480,3.17504,1319.099976,110.5579987,22.5333004,-10,344,8,12.0166998,47,22.5333004,-10,152,2,344,8,0.355526,1.434801762,0.500837004
42.08,119.71,Seasonally frozen ground,Grassland,AM,0.353590933,8.1,0.207207993,0.057189406,0.032365218,6,390,2.6170299,1261.949951,114.2480011,21.6000004,-9.3833303,298,8,13.1083002,45.9000015,21.6000004,-9.3833303,133,2,298,8,0.304474,1.660352423,0.52092511
41.37,119.59,Seasonally frozen ground,Forest,EcM,-0.024776168,8.8,0.194580994,0.053704354,0.017010821,7.9,470,1.82436,1220.540039,119.3330002,22.2999992,-7.7333298,337,7,13,45,22.2999992,-7.7333298,150,2,337,7,0.262883,0.854185022,0.362731278
41.59,121.8,Seasonally frozen ground,Wetland,AM,0.841135815,7,0.341834015,0.101182868,0.02409482,8.3,600,0.800079,1251.449951,110.1729965,23.3167,-7.53333,359,9,11.4167004,44,23.3167,-7.53333,157,2,359,9,0.289208,0.916740088,0.387048458
41.28,121.64,Seasonally frozen ground,Wetland,AM,0.775083924,8,0.331910004,0.098245361,0.035165765,8.3,620,0.980552,1237.359985,110.822998,23.4167004,-7.0999999,367,10,10.9083004,43.2999992,23.4167004,-7.0999999,162,3,367,10,0.312287,1.578854626,0.509030837
52.9,122.9,Permafrost,Wetland,ErM,2.03537754,5.57,0.23642,0.05248524,0.053080779,-4,425,11.8238001,1744.329956,101.1340027,16.0667,-26.5499992,297,17,15.8249998,60.7999992,16.0667,-26.5499992,116,5,297,17,0.375928,3.252838428,0.724672489
42.35,126.38,Seasonally frozen ground,Wetland,AM,1.942510055,5.66,0.20603,0.06098488,0.032914864,4.1,704.2,16.6910992,1368.170044,98.2027969,19.6833,-14.3667002,510,30,12.5583,50.2999992,19.6833,-14.3667002,210,8,510,30,0.345217,2.542731278,0.615198238
52.9,122.9,Permafrost,Wetland,ErM,1.863284783,6.6999998,5.2096,1.1565312,0.153,-4,425,11.8238001,1744.329956,101.1340027,16.0667,-26.5499992,297,17,15.8249998,60.7999992,16.0667,-26.5499992,116,5,297,17,0.375928,3.252838428,0.724672489
48.2,128.9,Permafrost,Wetland,EcM,1.860989259,6,2.5147,0.7443512,0.0376,-0.5,380,6.4522901,1525.390015,105.9380035,17.9333,-19.6166992,403,15,13.0667,54.7000008,17.9333,-19.6166992,156,4,403,15,0.608786,3.767400881,0.710704846
47.6,133.5,Seasonally frozen ground,Wetland,NM,1.010206641,6.1999998,1.9973,0.6031846,0.2496,1.9,625,23.2823009,1564.219971,86.202301,19.9333,-18.7332993,339,27,10.6917,53,19.9333,-18.7332993,135,7,339,27,0.313394,2.154625551,0.57753304
51.94,123.59,Permafrost,Forest,EcM,1.344917433,6.6999998,0.377871002,0.083887362,0.043312313,-2.12,490,10.4316998,1649.23999,102.2570038,15.6499996,-24.7833004,322,17,14.7917004,58.5,15.6499996,-24.7833004,129,5,322,17,0.343653,1.995196507,0.577030568
52.16,124.81,Permafrost,Forest,EcM,1.297243897,7.0999999,0.314644989,0.083066283,0.055431815,-2.12,490,6.6303,1635.829956,99.7966003,16.6667004,-23.2833004,317,16,13.8583002,56.7000008,16.6667004,-23.2833004,128,4,317,16,0.467652,3.926637555,0.774017467
52.19,125.97,Permafrost,Forest,,1.178734135,6.6999998,0.40110199,0.089044642,0.04623003,-2.12,490,14.4966002,1681.369995,97.1400986,17.9167004,-23.2166996,302,18,13.5249996,57.7999992,17.9167004,-23.2166996,122,5,302,18,0.345834,2.691703057,0.667641921
52.93,122.87,Permafrost,Wetland,ErM,2.017710978,5.91,0.253675995,0.075088094,0.039810584,-4.3,465,18.3852997,1726.839966,102.5009995,15.9499998,-26.2332993,300,14,15.5500002,60.0999985,15.9499998,-26.2332993,118,4,300,14,0.421577,3.402183406,0.741572052
47.48,133.35,Seasonally frozen ground,Wetland,AM,1.799059201,5.68,0.442053986,0.098135985,0.070646847,2.5,558,23.7320004,1565.02002,86.8639984,20.0499992,-18.6333008,337,25,10.875,53.2000008,20.0499992,-18.6333008,133,7,337,25,0.30483,2.457709251,0.574933921
52.94,122.86,Permafrost,Wetland,ErM,1.871618114,5.87,0.426221985,0.094621281,0.053080779,-3.9,450,13.6177998,1736.969971,103.413002,16.2166996,-26.2166996,297,14,15.6000004,60.4000015,16.2166996,-26.2166996,116,4,297,14,0.393078,2.487336245,0.652576419
52.94,122.86,Permafrost,Wetland,EcM,2.015530338,5.92,0.426221985,0.094621281,0.053080779,-3.9,450,13.6177998,1736.969971,103.413002,16.2166996,-26.2166996,297,14,15.6000004,60.4000015,16.2166996,-26.2166996,116,4,297,14,0.393078,2.487336245,0.652576419
49.45,123.31,Permafrost,Forest,EcM,1.280027168,6,0.247705994,0.073320974,0.033187838,-1.1,480,2.34165,1466.189941,118.939003,16.7667007,-19.1333008,357,9,14.3167,53.2999992,16.7667007,-19.1333008,156,2,357,9,0.470239,4.270484582,0.792026432
49.45,123.31,Permafrost,Forest,EcM,1.033346541,6,0.247705994,0.073320974,0.033187838,-1.1,480,2.34165,1466.189941,118.939003,16.7667007,-19.1333008,357,9,14.3167,53.2999992,16.7667007,-19.1333008,156,2,357,9,0.470239,4.270484582,0.792026432
51.58,122.63,Permafrost,Forest,EcM,1.848227998,6,0.245315002,0.072613241,0.033027703,-5.3,450,9.0860205,1610.689941,107.1849976,13.7166996,-25.7667007,350,15,15.875,58.7000008,13.7166996,-25.7667007,141,4,350,15,0.346361,2.429694323,0.615458515
51.58,122.63,Permafrost,Forest,EcM,1.510475732,6,0.245315002,0.072613241,0.033027703,-5.3,450,9.0860205,1610.689941,107.1849976,13.7166996,-25.7667007,350,15,15.875,58.7000008,13.7166996,-25.7667007,141,4,350,15,0.346361,2.429694323,0.615458515
52.94,122.87,Permafrost,Wetland,EcM,1.14850394,4.88,0.72449,0.02318368,0.368247906,-3.9,450,15.8376999,1731.280029,103.6399994,16.0832996,-26.2000008,298,14,15.5583,60.2000008,16.0832996,-26.2000008,117,4,298,14,0.396081,2.931004367,0.695283843
52.94,122.87,Permafrost,Wetland,EcM,1.14690287,5.04,0.43966,0.01494844,0.346586265,-3.9,450,15.8376999,1731.280029,103.6399994,16.0832996,-26.2000008,298,14,15.5583,60.2000008,16.0832996,-26.2000008,117,4,298,14,0.396081,2.931004367,0.695283843
53.47,122.33,Permafrost,Wetland,EcM,1.082785087,4.81,0.322816986,0.085223691,0.045540907,-3.3,442.95,11.0199003,1798.890015,100.7549973,16.7833004,-27.1333008,271,14,15.7666998,62.2999992,16.7833004,-27.1333008,105,4,271,14,0.404515,3.366812227,0.756026201
53.38,122.27,Permafrost,Forest,EcM,0.981770601,5.5,0.267941986,0.054124281,0.059518814,-3.3,442.9,17.1676998,1675.359985,102.5469971,15.5,-25.4500008,293,14,14.875,58.4000015,15.5,-25.4500008,114,4,293,14,0.393888,3.125327511,0.727641921
53.38,122.27,Permafrost,Forest,EcM,1.011824096,5.79,0.267941986,0.053588397,0.060114002,-3.3,442.9,17.1676998,1675.359985,102.5469971,15.5,-25.4500008,293,14,14.875,58.4000015,15.5,-25.4500008,114,4,293,14,0.393888,3.125327511,0.727641921
53.38,122.27,Permafrost,Forest,EcM,0.949202585,5.58,0.267941986,0.055731933,0.057801925,-3.3,442.9,17.1676998,1675.359985,102.5469971,15.5,-25.4500008,293,14,14.875,58.4000015,15.5,-25.4500008,114,4,293,14,0.393888,3.125327511,0.727641921
53.38,122.27,Permafrost,Forest,EcM,0.991443169,5.52,0.267941986,0.056267817,0.057251431,-3.3,442.9,17.1676998,1675.359985,102.5469971,15.5,-25.4500008,293,14,14.875,58.4000015,15.5,-25.4500008,114,4,293,14,0.393888,3.125327511,0.727641921
53.38,122.27,Permafrost,Forest,EcM,0.804570104,4.7,0.267941986,0.038583646,0.08349167,-3.3,442.9,17.1676998,1675.359985,102.5469971,15.5,-25.4500008,293,14,14.875,58.4000015,15.5,-25.4500008,114,4,293,14,0.393888,3.125327511,0.727641921
53.38,122.27,Permafrost,Forest,EcM,0.805084715,4.58,0.267941986,0.036975994,0.087121742,-3.3,442.9,17.1676998,1675.359985,102.5469971,15.5,-25.4500008,293,14,14.875,58.4000015,15.5,-25.4500008,114,4,293,14,0.393888,3.125327511,0.727641921
53.56,122.34,Permafrost,Wetland,AM,1.360029639,6.1999998,0.349756012,0.086739491,0.037940861,-3,450,9.8579197,1742.390015,99.5912018,16.5832996,-25.9832993,273,15,15.6917,60.7999992,16.5832996,-25.9832993,107,4,273,15,0.429068,,
53.56,122.34,Permafrost,Wetland,AM,1.246260195,6.1999998,0.349756012,0.086739491,0.037940861,-3,450,9.8579197,1742.390015,99.5912018,16.5832996,-25.9832993,273,15,15.6917,60.7999992,16.5832996,-25.9832993,107,4,273,15,0.429068,,
53.56,122.34,Permafrost,Forest,EcM,1.095674165,6.1999998,0.349756012,0.086739491,0.037940861,-3,450,9.8579197,1742.390015,99.5912018,16.5832996,-25.9832993,273,15,15.6917,60.7999992,16.5832996,-25.9832993,107,4,273,15,0.429068,,
53.56,122.34,Permafrost,Forest,EcM,1.009454295,6.1999998,0.349756012,0.086739491,0.037940861,-3,450,9.8579197,1742.390015,99.5912018,16.5832996,-25.9832993,273,15,15.6917,60.7999992,16.5832996,-25.9832993,107,4,273,15,0.429068,,
53.56,122.34,Permafrost,Forest,EcM,1.079745462,6.1999998,0.349756012,0.086739491,0.037940861,-3,450,9.8579197,1742.390015,99.5912018,16.5832996,-25.9832993,273,15,15.6917,60.7999992,16.5832996,-25.9832993,107,4,273,15,0.429068,,
53.56,122.34,Permafrost,Forest,EcM,0.984847628,6.1999998,0.349756012,0.086739491,0.037940861,-3,450,9.8579197,1742.390015,99.5912018,16.5832996,-25.9832993,273,15,15.6917,60.7999992,16.5832996,-25.9832993,107,4,273,15,0.416314,,
53.4,122.27,Permafrost,Wetland,AM,1.314440279,5.36,0.267803009,0.04713333,0.068311366,-4.9,490,13.2115002,1670.030029,101.5889969,15.5333004,-25.2667007,292,14,14.7166996,58.2000008,15.5333004,-25.2667007,115,4,292,14,0.510347,4.110043668,0.789737991
53.4,122.27,Permafrost,Wetland,EcM,1.376248375,5.11,0.267803009,0.061594692,0.052273045,-4.9,490,13.2115002,1670.030029,101.5889969,15.5333004,-25.2667007,292,14,14.7166996,58.2000008,15.5333004,-25.2667007,115,4,292,14,0.510347,4.110043668,0.789737991
53.4,122.27,Permafrost,Wetland,EcM,1.500949647,5.21,0.267803009,0.050882572,0.063277897,-4.9,490,13.2115002,1670.030029,101.5889969,15.5333004,-25.2667007,292,14,14.7166996,58.2000008,15.5333004,-25.2667007,115,4,292,14,0.510347,4.110043668,0.789737991
53.4,122.27,Permafrost,Wetland,EcM,1.493474781,5.22,0.267803009,0.049275754,0.065341307,-4.9,490,13.2115002,1670.030029,101.5889969,15.5333004,-25.2667007,292,14,14.7166996,58.2000008,15.5333004,-25.2667007,115,4,292,14,0.491865,4.110043668,0.789737991
53.4,122.27,Permafrost,Wetland,EcM,1.297436584,5.24,0.267803009,0.04713333,0.068311366,-4.9,490,13.2115002,1670.030029,101.5889969,15.5333004,-25.2667007,292,14,14.7166996,58.2000008,15.5333004,-25.2667007,115,4,292,14,0.491865,4.110043668,0.789737991
53.4,122.27,Permafrost,Wetland,EcM,1.146580707,5.24,0.267803009,0.042312875,0.076093674,-4.9,490,13.2115002,1670.030029,101.5889969,15.5333004,-25.2667007,292,14,14.7166996,58.2000008,15.5333004,-25.2667007,115,4,292,14,0.491865,4.110043668,0.789737991
53.4,122.27,Permafrost,Wetland,EcM,1.45805437,5.11,0.267803009,0.047668936,0.067543823,-4.9,490,13.2115002,1670.030029,101.5889969,15.5333004,-25.2667007,292,14,14.7166996,58.2000008,15.5333004,-25.2667007,115,4,292,14,0.491865,4.110043668,0.789737991
52.86,122.73,Permafrost,Forest,EcM,1.396706948,6.6,0.253550003,0.075050801,0.039810584,-5.5,460.8,14.3590002,1709.01001,102.6009979,15.6167002,-26.1333008,302,15,15.5417004,59.7000008,15.6167002,-21.8666992,119,4,302,15,0.491865,3.793886463,0.766768559
52.86,122.73,Permafrost,Forest,EcM,1.380580235,5.49,0.253550003,0.075050801,0.039810584,-5.5,460.8,14.3590002,1709.01001,102.6009979,15.6167002,-26.1333008,302,15,15.5417004,59.7000008,15.6167002,-21.8666992,119,4,302,15,0.491865,3.793886463,0.766768559
53.45,122.3,Permafrost,Forest,EcM,1.035602621,5.22,0.269213989,0.079687341,0.040617569,-4.9,425,14.1492004,1709.089966,103.7969971,16.0667,-25.7000008,283,11,14.8332996,59.2999992,16.0667,-25.7000008,110,3,283,11,0.491865,4.281222707,0.819868996
53.45,122.3,Permafrost,Forest,EcM,0.944632675,5.91,0.269213989,0.079687341,0.040617569,-4.9,425,14.1492004,1709.089966,103.7969971,16.0667,-25.7000008,283,11,14.8332996,59.2999992,16.0667,-25.7000008,110,3,283,11,0.491865,4.281222707,0.819868996
53.45,122.3,Permafrost,Forest,EcM,1.007597583,4.46,0.269213989,0.079687341,0.040617569,-4.9,425,14.1492004,1709.089966,103.7969971,16.0667,-25.7000008,283,11,14.8332996,59.2999992,16.0667,-25.7000008,110,3,283,11,0.491865,4.281222707,0.819868996
53.45,122.28,Permafrost,Wetland,EcM,1.269527887,6,0.269673004,0.079823209,0.040617569,-3,400,14.1652002,1712.640015,103.2210007,16.1667004,-25.7000008,281,11,14.875,59.5,16.1667004,-25.7000008,110,3,281,11,0.4415,3.987772926,0.79580786
53.45,122.28,Permafrost,Wetland,EcM,0.714825813,6,0.269673004,0.079823209,0.040617569,-3,400,14.1652002,1712.640015,103.2210007,16.1667004,-25.7000008,281,11,14.875,59.5,16.1667004,-25.7000008,110,3,281,11,0.4415,3.987772926,0.79580786
53.45,122.28,Permafrost,Wetland,EcM,1.320649693,6,0.269673004,0.079823209,0.040617569,-3,400,14.1652002,1712.640015,103.2210007,16.1667004,-25.7000008,281,11,14.875,59.5,16.1667004,-25.7000008,110,3,281,11,0.454498,3.987772926,0.79580786
53.45,122.28,Permafrost,Wetland,EcM,0.808750972,6,0.269673004,0.079823209,0.040617569,-3,400,14.1652002,1712.640015,103.2210007,16.1667004,-25.7000008,281,11,14.875,59.5,16.1667004,-25.7000008,110,3,281,11,0.447456,3.987772926,0.79580786
53.45,122.28,Permafrost,Wetland,EcM,1.160955676,6,0.269673004,0.079823209,0.040617569,-3,400,14.1652002,1712.640015,103.2210007,16.1667004,-25.7000008,281,11,14.875,59.5,16.1667004,-25.7000008,110,3,281,11,0.4515,3.987772926,0.79580786
53.45,122.28,Permafrost,Wetland,EcM,1.048323697,6,0.269673004,0.079823209,0.040617569,-3,400,14.1652002,1712.640015,103.2210007,16.1667004,-25.7000008,281,11,14.875,59.5,16.1667004,-25.7000008,110,3,281,11,0.4515,3.987772926,0.79580786
52.89,123.17,Permafrost,Wetland,EcM,2.168521054,4.5,0.2645,0.078292,0.042434009,-4.3,452,9.6195602,1690.670044,99.990097,15.6833,-25.6000004,308,18,15.0583,58.7000008,15.6833,-21.3833008,122,5,308,18,0.340964,3.358078603,0.707554585
51.69,121.87,Permafrost,Wetland,,1.947869758,4.34,0.426412994,0.094663685,0.043304504,-3.5,425,10.4305,1643.040039,106.3580017,14.8000002,-25.5333004,325,14,15.25,58.7999992,14.8000002,-25.5333004,130,4,325,14,0.351748,2.345414847,0.616681223
50.81,120.52,Permafrost,Wetland,,1.948991639,4.71,0.259665009,0.076860843,0.036789641,-3.5,425,9.80093,1577.130005,113.7539978,14.2833004,-24.5667,319,12,13.5333004,55,14.2833004,-24.5667,132,3,319,12,0.407584,3.520960699,0.719563319
50.54,121.71,Permafrost,Wetland,,1.906020253,4.52,0.281743988,0.08339622,0.038651578,-3.5,425,6.0301099,1589.73999,113.3470001,14.3832998,-24.5667,340,12,15.8500004,57.7999992,14.3832998,-24.5667,142,3,340,12,0.371013,3.341048035,0.700786026
49.76,121.23,Permafrost,Wetland,,1.808605239,5.15,0.33028299,0.084552445,0.048660417,-3.5,425,14.0052996,1606.839966,118.4219971,15.25,-24.2000008,324,9,14.2917004,56.2000008,15.25,-20.7332993,134,2,324,8,0.440946,2.756956522,0.670913043
52.93,122.77,Permafrost,Wetland,,2.001106908,3.86,0.428718994,0.095175617,0.053080779,-3,425,14.5621996,1752.949951,101.2509995,16.25,-26.5832996,294,16,15.8167,61.0999985,16.25,-22.0333004,115,4,294,16,0.31882,2.1069869,0.615502183
52.75,122.63,Permafrost,Wetland,,2.001683532,3.88,0.425533997,0.094468547,0.053080779,-3,425,10.1548004,1728.689941,100.5950012,15.8167,-26.4666996,298,17,15.7582998,60.4000015,15.8167,-26.4666996,117,5,298,17,0.31882,2.382532751,0.641441048
51.76,123.04,Permafrost,Wetland,,1.999661987,3.88,0.453617004,0.100702975,0.043496395,-3,425,7.3365502,1611.410034,104.526001,14.3832998,-25.0832996,344,17,15.375,58.0999985,14.3832998,-25.0832996,138,5,344,17,0.31882,2.225764192,0.589126638
52.15,122.96,Permafrost,Wetland,,1.979113863,4.13,0.432356995,0.095983253,0.044061861,-3,425,7.3643098,1638.030029,103.3529968,15.0500002,-24.9832993,332,16,15.1750002,57.7000008,15.0500002,-24.9832993,131,5,332,16,0.17475,3.396943231,0.710524017
44.75,123.75,Seasonally frozen ground,Grassland,AM,0.902002891,7.4000001,0.352587006,0.093788143,0.036323308,4.9,470,7.9904299,1443.439941,123.1429977,22.5333004,-13.0333004,314,5,12,50.4000015,22.5333004,-13.0333004,148,1,314,5,0.240036,1.409251101,0.522643172
